rep,id,k1,k2,A0,peak
22,171,0.400025,0.00393636,0.0557925,69.4958
23,171,0.380238,0.00612169,0.0412414,71.4564
24,171,0.385939,0.00742238,0.0477981,71.9666
25,171,0.386542,0.00635275,0.0515152,68.9511
26,171,0.432402,0.00660621,0.046818,69.3363
27,171,0.438134,0.00589994,0.042083,66.9197
28,171,0.52305,0.00386867,0.0498917,66.9197
29,171,0.466779,0.0044804,0.0498917,69.2788
30,171,0.456222,0.00432528,0.0465527,69.3196
31,171,0.456222,0.00452384,0.0702723,69.3196
32,171,0.353191,0.00539623,0.0564704,68.8737
33,171,0.415165,0.00398375,0.042645,71.7835
34,171,0.468254,0.004986,0.0496843,72.2108
35,171,0.411712,0.00442894,0.0573847,68.2991
36,171,0.413233,0.00558706,0.0447531,71.5408
37,171,0.37511,0.00530399,0.0518112,71.5408
38,171,0.461497,0.00530399,0.0682049,70.6038
39,171,0.414517,0.00478707,0.0552947,69.9882
40,171,0.379159,0.00420868,0.0583652,68.0813
41,171,0.337446,0.00448687,0.0927801,64.7163
42,171,0.406261,0.00638114,0.0620598,69.5781
43,171,0.374985,0.00588468,0.107281,68.5784
44,171,0.360795,0.00404748,0.0671569,71.0134
45,171,0.377747,0.0064628,0.0694923,71.3162
46,171,0.361401,0.00709593,0.0499809,69.9652
47,171,0.446994,0.00310866,0.0679677,67.9866
48,171,0.383426,0.00365495,0.0908297,67.3358
49,171,0.38209,0.00438048,0.140721,67.8544
50,171,0.364307,0.00504305,0.185139,71.8001
51,171,0.387948,0.00580523,0.0497826,71.2468
52,171,0.356122,0.00391339,0.0461748,70.2477
53,171,0.468777,0.00663228,0.0550043,73.8213
54,171,0.401342,0.00373012,0.0400264,71.5364
55,171,0.364884,0.00668678,0.0764846,69.7544
56,171,0.377449,0.0062159,0.0426997,73.3921
57,171,0.422669,0.00524823,0.0517683,76.4474
58,171,0.377657,0.0039316,0.0517176,72.4722
59,171,0.388452,0.00651407,0.0461985,68.2713
60,171,0.416971,0.00731101,0.0572914,67.3541
61,171,0.398595,0.00570546,0.0634429,67.7056
62,171,0.374798,0.00570546,0.047688,71.4914
63,171,0.42432,0.00538335,0.0329606,71.392
64,171,0.400862,0.00538335,0.063493,67.8637
65,171,0.366988,0.00406663,0.0706626,71.1384
66,171,0.359892,0.00437898,0.0529037,70.0755
67,171,0.4444,0.00469489,0.0484859,69.7304
68,171,0.465279,0.00403544,0.0690472,68.8506
69,171,0.404784,0.00583463,0.0444749,70.3381
70,171,0.338866,0.00638754,0.0932249,68.266
71,171,0.379528,0.00596569,0.0432711,73.2704
72,171,0.386969,0.00463073,0.0510859,68.6361
73,171,0.386969,0.00326359,0.0510859,72.2586
74,171,0.386969,0.00536177,0.0675742,71.7374
75,171,0.35901,0.00581182,0.0512012,67.9934
76,171,0.35901,0.00581182,0.0406523,67.9934
77,171,0.408969,0.00400872,0.0645403,69.6579
78,171,0.466531,0.00623105,0.0675657,65.9866
79,171,0.415283,0.00664643,0.0675657,65.9866
80,171,0.357257,0.00286799,0.0763379,68.4815
81,171,0.363176,0.00421871,0.0467581,68.6248
82,171,0.422983,0.00394628,0.0504205,67.8165
83,171,0.420525,0.00576358,0.0672999,67.8726
84,171,0.397741,0.00484802,0.0396631,73.4439
85,171,0.377254,0.00547243,0.0822386,73.5483
86,171,0.38155,0.00518267,0.0428496,70.395
87,171,0.354732,0.00432987,0.0680361,70.0385
88,171,0.415332,0.00438287,0.0565748,70.1422
89,171,0.415332,0.00438287,0.0548952,65.8515
90,171,0.42292,0.00489169,0.0648111,65.0368
91,171,0.371003,0.00531623,0.0824398,66.2238
92,171,0.398846,0.00531623,0.0374742,72.4653
93,171,0.34895,0.00446623,0.0374742,70.7908
94,171,0.446072,0.00484884,0.0593874,70.7908
1,172,0.453527,0.00514722,0.0505796,69.5378
2,172,0.47426,0.00505846,0.0578243,67.8121
3,172,0.430358,0.00552934,0.0706568,69.2158
4,172,0.461023,0.0048255,0.0580608,71.8948
5,172,0.397232,0.00641995,0.0500829,74.0992
6,172,0.378165,0.00492891,0.0745497,74.8166
7,172,0.414517,0.00567869,0.0516258,74.1179
8,172,0.408239,0.00497335,0.0617178,70.0738
9,172,0.378873,0.0059289,0.0589369,71.0558
10,172,0.378873,0.0059289,0.0589369,71.0558
11,172,0.37349,0.00672512,0.0530924,71.7502
12,172,0.355979,0.0043743,0.0774463,75.7744
13,172,0.324756,0.00398952,0.136926,71.8953
14,172,0.376461,0.00395099,0.0806988,67.8704
15,172,0.392918,0.00498517,0.0912737,73.1235
16,172,0.368102,0.00393553,0.0979378,72.5974
17,172,0.339069,0.00728326,0.0565784,73.7776
18,172,0.36726,0.00605608,0.0818849,69.118
19,172,0.368399,0.00620378,0.100848,69.0425
20,172,0.460688,0.00610679,0.0510107,70.3528
21,172,0.329435,0.00387496,0.067123,75.07
22,172,0.394289,0.00515582,0.10095,75.8109
23,172,0.307267,0.00768692,0.0957321,72.9143
24,172,0.304682,0.00452531,0.0957321,71.6469
25,172,0.375241,0.00846572,0.071311,70.413
26,172,0.325869,0.00538439,0.246941,66.2872
27,172,0.374221,0.00442756,0.0638801,67.0962
28,172,0.374847,0.00508325,0.0638801,67.0962
29,172,0.380078,0.00590482,0.0638801,69.9226
30,172,0.357187,0.00504225,0.0675433,68.989
31,172,0.347337,0.00695423,0.0682771,72.4683
32,172,0.378796,0.0051188,0.0567037,68.8006
33,172,0.394603,0.00421137,0.0741368,68.4855
34,172,0.364597,0.002291,0.0658525,65.6394
35,172,0.388294,0.002291,0.0599236,67.7341
36,172,0.305865,0.00608417,0.112785,71.8149
37,172,0.363321,0.00529981,0.149228,69.3382
38,172,0.339718,0.00331671,0.053821,67.5546
39,172,0.429096,0.00672448,0.053821,68.2801
40,172,0.363597,0.0051511,0.063842,68.352
41,172,0.349988,0.0038537,0.142632,68.7397
42,172,0.420145,0.00610182,0.106988,68.3151
43,172,0.380384,0.00387624,0.106988,68.3151
44,172,0.333993,0.00476665,0.0696214,74.5433
45,172,0.354938,0.00569676,0.0655918,70.3412
46,172,0.378455,0.00636428,0.0660714,70.5498
47,172,0.347432,0.00595904,0.0517385,70.0651
48,172,0.529458,0.00588342,0.0894786,67.1463
49,172,0.371282,0.00385431,0.0621868,72.2897
50,172,0.371282,0.00607548,0.0550097,75.2257
51,172,0.404128,0.00626391,0.0525656,70.4314
52,172,0.36615,0.00632752,0.0610256,73.2665
53,172,0.36615,0.0047411,0.0853866,66.3829
54,172,0.401155,0.00644558,0.113445,73.2721
55,172,0.342378,0.00644558,0.203832,73.2721
56,172,0.33152,0.0066699,0.0719087,71.182
57,172,0.3625,0.00372522,0.0925821,71.6611
58,172,0.3625,0.0049574,0.106275,74.9115
59,172,0.342658,0.00442353,0.0683165,68.9591
60,172,0.430863,0.00469635,0.0749413,71.0619
61,172,0.383985,0.00579807,0.0473702,70.6408
62,172,0.353766,0.00681791,0.0915681,72.9849
63,172,0.343345,0.00533173,0.0831575,67.4498
64,172,0.342408,0.0039741,0.104658,67.4059
65,172,0.350188,0.00517405,0.0800555,74.8399
66,172,0.417196,0.0055852,0.115645,72.9655
67,172,0.386598,0.0055852,0.0578056,72.9655
68,172,0.404748,0.00468288,0.0760325,69.114
69,172,0.426392,0.00644879,0.0619882,69.5759
70,172,0.389256,0.00507266,0.0926138,68.3711
71,172,0.328889,0.00500916,0.0779664,65.9311
72,172,0.341076,0.00542087,0.0888125,69.9704
73,172,0.379497,0.00652765,0.066523,70.0615
74,172,0.39229,0.00656878,0.0879378,73.3771
75,172,0.499669,0.00628669,0.0508993,72.5124
76,172,0.498669,0.0073772,0.0508993,72.5124
77,172,0.409535,0.00522634,0.0520501,71.5131
78,172,0.384072,0.00544872,0.0580328,72.1488
79,172,0.354272,0.00495675,0.0473982,73.5964
80,172,0.3912,0.00361804,0.0689982,64.1488
81,172,0.348267,0.00598011,0.0727399,69.0263
82,172,0.354956,0.00636809,0.0876906,69.6533
83,172,0.364951,0.00601191,0.0533157,72.164
84,172,0.35797,0.00524424,0.0647126,71.8865
85,172,0.341395,0.00583733,0.0647126,68.5452
86,172,0.368813,0.00781214,0.103355,68.5452
87,172,0.368489,0.00336733,0.0462874,72.8824
88,172,0.418595,0.0057507,0.0539436,71.2667
89,172,0.357448,0.00512565,0.127103,66.707
90,172,0.375929,0.00502464,0.0889532,66.2191
91,172,0.358949,0.0040995,0.0598754,67.2818
92,172,0.350121,0.00482324,0.057391,69.2113
93,172,0.392346,0.00485878,0.0809658,68.089
94,172,0.392346,0.00481307,0.0738125,68.089
1,173,0.390805,0.0111536,0.035491,71.1429
2,173,0.390805,0.00893364,0.0273127,69.4547
3,173,0.408439,0.00815914,0.0242749,67.8303
4,173,0.422198,0.00738236,0.0235571,70.3809
5,173,0.367941,0.0107636,0.0263238,69.7354
6,173,0.393015,0.0128493,0.0390367,71.2393
7,173,0.383878,0.00842784,0.0336178,72.597
8,173,0.366108,0.00898401,0.028394,68.1281
9,173,0.366108,0.010272,0.028394,70.5642
10,173,0.366108,0.010272,0.0352039,70.5642
11,173,0.366108,0.010272,0.038228,70.6917
12,173,0.391367,0.010378,0.0285526,69.7549
13,173,0.450877,0.0110073,0.0310755,70.6983
14,173,0.368806,0.00797976,0.0192661,72.7841
15,173,0.409368,0.0140876,0.0283357,72.5458
16,173,0.442956,0.00568267,0.0232449,71.0679
17,173,0.398526,0.00548788,0.0252946,71.6296
18,173,0.356176,0.0105134,0.0428343,67.82
19,173,0.364092,0.0101474,0.0321025,68.107
20,173,0.327034,0.00950402,0.0594081,71.0472
21,173,0.469394,0.0117118,0.0242969,72.8539
22,173,0.469394,0.0117118,0.0242969,65.2459
23,173,0.425856,0.0101742,0.0348014,70.3468
24,173,0.369844,0.00742247,0.0319563,68.8877
25,173,0.35088,0.00895872,0.0423898,67.2342
26,173,0.35088,0.010962,0.0288166,68.3414
27,173,0.532757,0.0108776,0.0322928,70.1082
28,173,0.532757,0.0108776,0.0322928,70.1082
29,173,0.380206,0.0101806,0.0421552,71.2598
30,173,0.329529,0.00911295,0.0546827,69.5889
31,173,0.329529,0.00911295,0.0546827,70.7426
32,173,0.396464,0.00703226,0.0300939,71.1529
33,173,0.392191,0.0108512,0.0252124,69.3932
34,173,0.392191,0.00933803,0.0252124,69.3932
35,173,0.364004,0.0111184,0.0435575,70.5863
36,173,0.380243,0.0103079,0.0363027,69.3737
37,173,0.380243,0.011526,0.0363027,69.208
38,173,0.380243,0.011526,0.0265374,69.208
39,173,0.39341,0.0111959,0.0393706,70.2747
40,173,0.420875,0.00889716,0.0204546,69.3461
41,173,0.378256,0.0112912,0.0196476,70.5034
42,173,0.351578,0.0115879,0.0553644,71.5173
43,173,0.337942,0.00860464,0.0455544,70.9374
44,173,0.337942,0.00860464,0.0455544,70.9374
45,173,0.353748,0.00860464,0.0455544,70.9374
46,173,0.323255,0.0126928,0.083052,69.6646
47,173,0.338485,0.0117778,0.0594638,66.6527
48,173,0.342117,0.00891684,0.107201,68.3607
49,173,0.509517,0.0112934,0.0265192,66.7544
50,173,0.456012,0.0105414,0.0248615,69.4346
51,173,0.406184,0.0100804,0.0250234,71.3383
52,173,0.370191,0.00957047,0.0247997,68.0528
53,173,0.369201,0.0075296,0.0399244,65.1331
54,173,0.386867,0.0122957,0.0380889,69.7949
55,173,0.386867,0.0122957,0.0380889,69.7949
56,173,0.403209,0.010058,0.0296953,73.3387
57,173,0.368047,0.00823761,0.0324257,72.4428
58,173,0.348401,0.00809844,0.0696371,72.4428
59,173,0.397431,0.00553547,0.0346969,69.4909
60,173,0.358061,0.00456955,0.0381745,67.3341
61,173,0.376938,0.00767811,0.0269366,65.3086
62,173,0.452942,0.00958856,0.0266996,68.9157
63,173,0.459949,0.011798,0.0224071,70.1683
64,173,0.436155,0.0106872,0.033121,71.6871
65,173,0.416576,0.00834035,0.0208125,74.3722
66,173,0.3733,0.00836401,0.0225759,72.1666
67,173,0.390086,0.00809967,0.0365972,70.367
68,173,0.372964,0.00866502,0.029029,69.3405
69,173,0.360509,0.0082414,0.031474,67.4171
70,173,0.376691,0.0109571,0.0530638,70.5677
71,173,0.36069,0.0079608,0.0442281,73.0333
72,173,0.376027,0.0100623,0.0422635,70.5419
73,173,0.338331,0.00787881,0.0472078,68.6429
74,173,0.3293,0.00690916,0.0596982,71.6055
75,173,0.432965,0.00950645,0.0415109,69.5233
76,173,0.364007,0.0112134,0.0337503,74.3278
77,173,0.364007,0.0128287,0.0291262,71.5154
78,173,0.379596,0.0104189,0.0383051,72.7692
79,173,0.379596,0.0104189,0.0253392,69.0445
80,173,0.379596,0.0104189,0.0253392,69.271
81,173,0.368845,0.00698662,0.0257191,70.7198
82,173,0.37345,0.00751758,0.0372768,71.0751
83,173,0.344221,0.00751758,0.0373299,70.2977
84,173,0.362393,0.0088432,0.0379518,70.1348
85,173,0.392791,0.0104283,0.0292611,73.4837
86,173,0.384705,0.0103002,0.0397453,66.1889
87,173,0.380298,0.0112832,0.0361415,69.7036
88,173,0.397664,0.00646713,0.0256516,69.5528
89,173,0.39948,0.00697954,0.0256516,67.6011
90,173,0.442771,0.00828522,0.0241399,70.6781
91,173,0.387152,0.00956103,0.0302993,67.9895
92,173,0.345531,0.00956103,0.0606918,66.969
93,173,0.459434,0.0102061,0.0309855,67.4243
94,173,0.345864,0.0102061,0.0407316,71.9374
1,174,0.352456,0.0119927,0.0286466,70.0525
2,174,0.410905,0.0128499,0.0262651,70.8945
3,174,0.327154,0.0161086,0.0262775,71.3081
4,174,0.437031,0.0100321,0.0144788,69.228
5,174,0.351383,0.0139001,0.0260915,69.0048
6,174,0.332439,0.0149969,0.0231233,72.8222
7,174,0.332439,0.0166929,0.0313594,67.1042
8,174,0.38867,0.0117644,0.013479,68.6687
9,174,0.38867,0.0118367,0.013479,65.5757
10,174,0.348305,0.0122236,0.0149571,65.8507
11,174,0.359593,0.0122236,0.0149571,66.4736
12,174,0.359593,0.0122236,0.015031,66.4736
13,174,0.354546,0.0133186,0.018702,68.8652
14,174,0.342742,0.0102877,0.018702,66.9433
15,174,0.348641,0.0139296,0.026326,67.1775
16,174,0.348641,0.0134531,0.0184881,69.0178
17,174,0.363128,0.0134893,0.0184881,69.6678
18,174,0.363955,0.0131688,0.0156428,71.6881
19,174,0.363955,0.0131688,0.0148893,66.1756
20,174,0.363955,0.0131688,0.0145859,66.1756
21,174,0.356323,0.0131688,0.0218925,68.9225
22,174,0.356323,0.0131688,0.0218925,68.9225
23,174,0.356323,0.0110134,0.0218925,71.0091
24,174,0.367172,0.0153742,0.0164492,67.2041
25,174,0.367172,0.0152268,0.0161976,67.4188
26,174,0.378665,0.0115638,0.01336,65.7753
27,174,0.375557,0.0109646,0.0249407,71.2926
28,174,0.331267,0.0146042,0.0335906,73.2744
29,174,0.280828,0.0144544,0.107828,71.9681
30,174,0.322026,0.0105815,0.0310058,65.4786
31,174,0.322026,0.0121464,0.0271123,71.7672
32,174,0.328197,0.0149309,0.0235299,71.1401
33,174,0.362161,0.0149309,0.0135548,75.2386
34,174,0.354536,0.0117632,0.0207214,71.3789
35,174,0.354536,0.0136313,0.0207214,68.0203
36,174,0.354536,0.00991987,0.0206609,70.8634
37,174,0.343493,0.00892778,0.0261495,71.3333
38,174,0.343493,0.00892778,0.0239813,72.4663
39,174,0.321115,0.00731989,0.0272814,67.1213
40,174,0.312408,0.00880658,0.0546419,67.6553
41,174,0.287759,0.00819613,0.0479949,68.5811
42,174,0.335069,0.0105414,0.0157799,67.4292
43,174,0.335069,0.0105414,0.0157799,67.4292
44,174,0.343549,0.0105414,0.0244826,68.3982
45,174,0.33751,0.011598,0.0370951,69.6024
46,174,0.321417,0.0103147,0.0291146,68.9676
47,174,0.331359,0.0146238,0.0291146,68.2157
48,174,0.337506,0.0135997,0.0209551,66.1421
49,174,0.345345,0.0133221,0.0273191,66.6951
50,174,0.322111,0.010052,0.0273191,64.9429
51,174,0.392818,0.00898126,0.0187793,72.9526
52,174,0.331729,0.00898126,0.0187793,72.9526
53,174,0.359494,0.00823696,0.0146237,71.677
54,174,0.359494,0.0125322,0.0146237,71.677
55,174,0.357891,0.0132156,0.0130074,68.5075
56,174,0.374335,0.0107424,0.0150958,68.5075
57,174,0.376915,0.0122432,0.0216746,69.9137
58,174,0.376915,0.0122432,0.0193339,69.9137
59,174,0.380663,0.012044,0.0117073,68.9345
60,174,0.380663,0.00880035,0.0168637,68.9345
61,174,0.380663,0.00880035,0.0168637,70.6465
62,174,0.380663,0.0111987,0.0231786,72.2597
63,174,0.375564,0.00974048,0.0286328,69.2591
64,174,0.352655,0.0123101,0.0129946,69.7901
65,174,0.375212,0.00972623,0.0192454,67.8153
66,174,0.378438,0.0105157,0.0142463,70.5912
67,174,0.378438,0.0105157,0.0125083,70.5912
68,174,0.378438,0.0120136,0.0170835,70.5912
69,174,0.362362,0.010399,0.0170835,66.4363
70,174,0.362362,0.0109517,0.0201477,66.4363
71,174,0.362362,0.0155817,0.0167606,67.7039
72,174,0.316158,0.0121155,0.0210294,72.3759
73,174,0.427687,0.0130674,0.0143695,70.3283
74,174,0.351534,0.0133839,0.0378171,68.5407
75,174,0.339524,0.0152704,0.0235549,68.9597
76,174,0.339524,0.0116563,0.0234258,69.7403
77,174,0.322675,0.0153033,0.0227292,70.9768
78,174,0.329624,0.0137841,0.0218365,70.915
79,174,0.329624,0.0137841,0.0218365,68.2233
80,174,0.363842,0.0137841,0.0196191,68.2233
81,174,0.383756,0.0124606,0.0204705,69.8661
82,174,0.383756,0.0124606,0.0204705,66.4099
83,174,0.390846,0.00817067,0.0204705,71.6111
84,174,0.382359,0.0148359,0.0105165,71.3474
85,174,0.382359,0.0152695,0.023904,70.6576
86,174,0.326989,0.0147119,0.0289259,69.3426
87,174,0.338532,0.0128329,0.0343873,74.4255
88,174,0.342039,0.0128329,0.0312253,67.6876
89,174,0.335101,0.0128329,0.0276712,67.7723
90,174,0.370245,0.0115634,0.0147869,67.5507
91,174,0.356973,0.0116819,0.0159387,67.5288
92,174,0.356973,0.0131032,0.0339677,67.5288
93,174,0.371493,0.010741,0.0119301,69.8328
94,174,0.371493,0.0150087,0.0119301,68.2042
1,175,0.431708,0.00398932,0.0207305,68.3416
2,175,0.537849,0.00343621,0.0223968,66.9742
3,175,0.385232,0.00523996,0.0421957,70.646
4,175,0.373414,0.00613241,0.0416017,69.9683
5,175,0.384196,0.0041468,0.0338218,70.7724
6,175,0.414047,0.00298764,0.0346056,72.5019
7,175,0.406241,0.00599948,0.022937,70.733
8,175,0.402726,0.0030319,0.0224445,67.7599
9,175,0.349216,0.0031339,0.0459788,67.711
10,175,0.322736,0.00262775,0.0559523,67.3192
11,175,0.350134,0.00459516,0.0397896,69.6899
12,175,0.318808,0.00478844,0.0830385,70.2799
13,175,0.343867,0.00300994,0.0952538,68.3185
14,175,0.417027,0.00473465,0.107211,71.8207
15,175,0.402232,0.00352051,0.0331067,72.2561
16,175,0.378367,0.00372813,0.0331067,72.8681
17,175,0.394767,0.00535576,0.031789,69.3121
18,175,0.372253,0.00444109,0.0252286,67.1526
19,175,0.383791,0.00417119,0.0334992,71.006
20,175,0.355707,0.00420308,0.0364921,71.0143
21,175,0.380594,0.00343319,0.0225427,71.2713
22,175,0.431615,0.0035338,0.0210508,71.4046
23,175,0.404221,0.00348554,0.0191867,69.4681
24,175,0.367635,0.00450249,0.0296904,69.0412
25,175,0.39252,0.00403156,0.0216902,75.1322
26,175,0.484862,0.00523523,0.0258143,74.3004
27,175,0.339864,0.00373933,0.0549935,73.8625
28,175,0.328852,0.00536126,0.0549935,72.9593
29,175,0.399555,0.00384382,0.0657183,75.2852
30,175,0.428652,0.00495341,0.02448,66.9352
31,175,0.387524,0.00459938,0.0318994,71.3798
32,175,0.38003,0.00377225,0.0284969,69.9917
33,175,0.454272,0.00302924,0.0257196,67.6344
34,175,0.414279,0.0040556,0.0370562,69.8894
35,175,0.40485,0.00556575,0.041257,71.6565
36,175,0.418438,0.00218478,0.0223913,72.3356
37,175,0.418438,0.00228797,0.0262478,71.7689
38,175,0.392244,0.00362499,0.0227528,71.2464
39,175,0.40729,0.00478381,0.0256549,66.1123
40,175,0.451889,0.00323227,0.0215099,66.4983
41,175,0.355597,0.00197007,0.0543412,67.6241
42,175,0.403063,0.00281215,0.0199469,65.087
43,175,0.403063,0.00281215,0.0244317,65.087
44,175,0.408711,0.00367462,0.0262751,70.7927
45,175,0.403029,0.0027458,0.0262171,69.9801
46,175,0.378433,0.00379724,0.0331788,69.9801
47,175,0.382849,0.00308802,0.0284752,69.8671
48,175,0.399509,0.00531471,0.028386,68.3901
49,175,0.38901,0.00425506,0.0412747,70.4177
50,175,0.441477,0.00222909,0.0265998,68.8187
51,175,0.599676,0.00316702,0.0256496,70.5205
52,175,0.426159,0.00391649,0.0288112,69.5113
53,175,0.387608,0.00468339,0.0395645,71.5558
54,175,0.362739,0.00318211,0.0372616,71.8136
55,175,0.40299,0.00387165,0.0359703,69.9468
56,175,0.346965,0.0052229,0.0457845,70.1838
57,175,0.399193,0.00403704,0.0261575,70.4861
58,175,0.399193,0.0040098,0.0443964,70.4861
59,175,0.430944,0.00290349,0.0300571,72.9821
60,175,0.436253,0.00287013,0.0278648,74.7302
61,175,0.40845,0.0027307,0.0247649,72.3854
62,175,0.36503,0.00496061,0.0399548,68.9167
63,175,0.357011,0.00322688,0.0260926,68.91
64,175,0.527036,0.00417901,0.0156668,68.3894
65,175,0.545875,0.00560824,0.0242927,68.556
66,175,0.427038,0.00423441,0.0196269,70.5272
67,175,0.383526,0.00391,0.0234576,69.0239
68,175,0.392804,0.00381015,0.0234576,72.2122
69,175,0.392804,0.00363379,0.020644,75.6447
70,175,0.431741,0.00630249,0.020644,75.6447
71,175,0.348848,0.00381237,0.0269149,71.842
72,175,0.406244,0.00457205,0.0377301,69.6474
73,175,0.43782,0.00393105,0.0272051,69.3607
74,175,0.40985,0.00230691,0.0414623,69.3607
75,175,0.347508,0.00563741,0.0414623,73.1482
76,175,0.347508,0.00563741,0.0414623,73.1482
77,175,0.384832,0.00479849,0.0210527,73.1482
78,175,0.36259,0.00421245,0.0361761,72.9088
79,175,0.363439,0.00413356,0.0361351,71.6601
80,175,0.366526,0.00317704,0.0659985,72.6618
81,175,0.417453,0.0046778,0.0234339,69.9556
82,175,0.407591,0.00292053,0.0163954,70.3236
83,175,0.407591,0.00450524,0.0412209,70.9491
84,175,0.382474,0.00405066,0.0203541,69.8527
85,175,0.380295,0.00435094,0.0228164,69.0527
86,175,0.32543,0.0043389,0.0960565,67.1878
87,175,0.32543,0.00461425,0.0840154,73.8565
88,175,0.367428,0.00522218,0.0278942,72.5336
89,175,0.404699,0.00351309,0.0278942,69.3394
90,175,0.407157,0.00392152,0.0234668,68.6642
91,175,0.397293,0.00358193,0.0239576,67.8035
92,175,0.437685,0.00533809,0.0270681,68.6145
93,175,0.376098,0.0057668,0.0337276,69.1245
94,175,0.376098,0.00544159,0.0337276,69.1245
1,176,0.493363,0.00477687,0.0199274,69.9621
2,176,0.412275,0.00516696,0.0148523,72.9201
3,176,0.390384,0.00590135,0.0188774,69.9552
4,176,0.39602,0.00662292,0.0223667,70.9843
5,176,0.390861,0.00665279,0.0275121,69.5698
6,176,0.395677,0.00424823,0.0466963,68.8832
7,176,0.354996,0.0051566,0.0475248,68.1151
8,176,0.40843,0.00458489,0.0353675,68.1151
9,176,0.430987,0.00563081,0.0231873,66.5377
10,176,0.41968,0.00706417,0.0231873,69.8116
11,176,0.400714,0.0057386,0.0567532,69.0337
12,176,0.487088,0.00637873,0.0270348,67.1389
13,176,0.48645,0.00720646,0.0201046,67.7826
14,176,0.505765,0.00692189,0.0170431,67.2628
15,176,0.455582,0.00643291,0.0171967,67.7615
16,176,0.455582,0.00621909,0.0215964,68.1222
17,176,0.456763,0.00539024,0.0184841,68.3853
18,176,0.43769,0.00436841,0.0195497,67.1948
19,176,0.434084,0.0033654,0.0188835,66.0043
20,176,0.419737,0.00366499,0.0155054,67.9674
21,176,0.419737,0.00505216,0.0173496,73.5132
22,176,0.432449,0.00457816,0.0298601,69.9299
23,176,0.487216,0.00499918,0.0161839,68.1623
24,176,0.447114,0.00406692,0.0136949,70.7779
25,176,0.417922,0.00598109,0.0213429,66.9306
26,176,0.516973,0.00424019,0.0145544,68.7919
27,176,0.517558,0.00376337,0.0228643,70.9554
28,176,0.397276,0.00387231,0.0228643,70.9554
29,176,0.435413,0.00545917,0.0188547,69.2124
30,176,0.416129,0.00518165,0.0208327,71.4291
31,176,0.430153,0.00555649,0.0207076,68.1599
32,176,0.416297,0.00555649,0.023997,66.0249
33,176,0.427846,0.00496999,0.0310189,67.4271
34,176,0.427846,0.00496999,0.0150948,68.9531
35,176,0.427846,0.00391681,0.0175913,67.2991
36,176,0.462553,0.00466718,0.0129159,66.7993
37,176,0.45073,0.00581886,0.0230246,71.4227
38,176,0.420431,0.00525684,0.0136161,72.7092
39,176,0.413581,0.00612693,0.0339773,73.7202
40,176,0.431529,0.00626209,0.0357756,70.0626
41,176,0.423214,0.00509479,0.0200405,68.5481
42,176,0.442822,0.00574492,0.0103023,71.6623
43,176,0.478371,0.00601948,0.0131122,70.2853
44,176,0.445573,0.00672567,0.0168184,69.9362
45,176,0.441277,0.00488352,0.0188617,69.8955
46,176,0.441277,0.00749242,0.0188617,69.8955
47,176,0.450583,0.00697033,0.0201436,70.893
48,176,0.409569,0.00464124,0.0156229,70.0674
49,176,0.409569,0.00464124,0.0156229,70.0674
50,176,0.431849,0.00537881,0.0145816,69.746
51,176,0.412687,0.00487429,0.0390185,68.8564
52,176,0.483791,0.00587646,0.0270615,69.387
53,176,0.457081,0.00601893,0.017343,70.1048
54,176,0.383599,0.00703928,0.0404192,69.6068
55,176,0.386,0.00414091,0.0447299,71.9336
56,176,0.417061,0.00558843,0.0250102,69.8715
57,176,0.434823,0.0038846,0.0260952,66.1074
58,176,0.422526,0.00492431,0.0203228,66.1074
59,176,0.422526,0.00518652,0.0165675,68.7871
60,176,0.407998,0.0059776,0.0217666,68.795
61,176,0.407998,0.0059776,0.0217666,69.2569
62,176,0.455222,0.0054804,0.0282128,68.738
63,176,0.353184,0.0045016,0.0522406,69.8832
64,176,0.371058,0.00556953,0.0468443,71.1312
65,176,0.366957,0.00599988,0.0526639,71.1976
66,176,0.47107,0.0044972,0.0250581,72.1114
67,176,0.442348,0.00346557,0.0201194,72.7176
68,176,0.442348,0.00323198,0.0129974,71.9149
69,176,0.443762,0.00590555,0.0138066,67.3581
70,176,0.443762,0.00553977,0.0138066,69.042
71,176,0.41515,0.00638074,0.0244032,71.3627
72,176,0.389039,0.00556381,0.0489039,72.2528
73,176,0.482719,0.00549098,0.0342011,68.7445
74,176,0.45326,0.0041178,0.017773,72.0989
75,176,0.416708,0.00469916,0.0177129,67.3661
76,176,0.447988,0.00458578,0.0150243,72.7382
77,176,0.372751,0.00504897,0.0316146,71.7687
78,176,0.456745,0.00431802,0.016701,68.6414
79,176,0.410766,0.00437634,0.0333028,69.3315
80,176,0.410766,0.00400566,0.0299045,69.3315
81,176,0.386188,0.00627133,0.0296956,70.2314
82,176,0.368546,0.00389165,0.042255,69.8941
83,176,0.39132,0.00580374,0.042255,73.9328
84,176,0.405675,0.0061684,0.0326129,68.2732
85,176,0.442658,0.00603136,0.0205725,67.8164
86,176,0.457398,0.00644864,0.0149076,74.3102
87,176,0.441837,0.00366715,0.0160634,68.8984
88,176,0.441837,0.00432887,0.015627,68.8984
89,176,0.455562,0.00339921,0.0361694,67.6025
90,176,0.418535,0.00615145,0.0255143,69.5434
91,176,0.418535,0.00615145,0.0186018,71.1381
92,176,0.418535,0.00615145,0.0237607,66.8206
93,176,0.414987,0.0071891,0.0339176,66.9536
