rep,id,k1,k2,A0,peak
64,19,0.394111,0.0055017,0.1304,73.5468
65,19,0.420371,0.00509217,0.119495,72.85
66,19,0.420371,0.00404324,0.122947,73.9436
67,19,0.421509,0.00762571,0.189884,73.6467
68,19,0.342165,0.00420051,0.106833,70.3829
69,19,0.315895,0.00615528,0.112648,67.9703
70,19,0.411791,0.00410161,0.192227,68.9937
71,19,0.324151,0.00328481,0.192227,68.9937
72,19,0.354314,0.00559497,0.156126,74.0311
73,19,0.314029,0.0048627,0.126502,65.423
74,19,0.414235,0.00675955,0.115058,69.1185
75,19,0.448469,0.00449127,0.141024,70.8844
76,19,0.324664,0.00449199,0.12007,70.5346
77,19,0.339715,0.00390399,0.12007,69.8223
78,19,0.444433,0.00423228,0.113485,70.3303
79,19,0.340379,0.0047853,0.101448,70.5507
80,19,0.370615,0.00428161,0.108336,70.5507
81,19,0.353883,0.00428161,0.1226,70.4551
82,19,0.353883,0.00428161,0.0966326,70.4551
83,19,0.418251,0.00461017,0.173613,70.4551
84,19,0.292346,0.00597039,0.172526,68.1348
85,19,0.516364,0.0050128,0.123477,73.0874
86,19,0.485649,0.00407665,0.123477,68.2316
87,19,0.308775,0.00349602,0.133601,69.0691
88,19,0.308775,0.00349602,0.133601,69.0691
89,19,0.328,0.00494858,0.133601,70.2406
90,19,0.354067,0.0060703,0.133601,64.729
91,19,0.354067,0.0060703,0.133601,78.408
92,19,0.354067,0.00388182,0.112709,65.7573
93,19,0.310158,0.00350346,0.119624,63.6056
94,19,0.361036,0.00554704,0.119624,77.9558
1,20,0.33955,0.00628769,0.0715882,71.2312
2,20,0.342732,0.0068948,0.0805377,74.8223
3,20,0.396535,0.00883954,0.0553573,72.1363
4,20,0.372679,0.00709852,0.0630633,71.7185
5,20,0.362872,0.00691585,0.0825681,65.961
6,20,0.466606,0.00662704,0.0933169,68.0201
7,20,0.369756,0.00306548,0.0580939,69.2825
8,20,0.340435,0.00581419,0.0969079,68.0905
9,20,0.388427,0.00712171,0.0513532,68.5255
10,20,0.401415,0.00949786,0.041929,68.3643
11,20,0.465883,0.00615776,0.0642734,69.8556
12,20,0.358728,0.00793715,0.157295,66.3434
13,20,0.303367,0.00760636,0.116059,64.1693
14,20,0.356856,0.00576513,0.0650337,72.2545
15,20,0.360505,0.00496075,0.0641546,71.8776
16,20,0.434629,0.00894998,0.0641546,67.275
17,20,0.384715,0.00701041,0.0544294,73.3915
18,20,0.414427,0.00805037,0.11457,67.5972
19,20,0.374767,0.0105542,0.0697372,71.5432
20,20,0.325241,0.00462352,0.070912,71.0525
21,20,0.335857,0.0082104,0.0638516,73.7685
22,20,0.342057,0.00952986,0.0829188,75.8332
23,20,0.382662,0.00826581,0.0648385,72.0816
24,20,0.351904,0.00709783,0.0648385,71.1484
25,20,0.361511,0.00678399,0.0493084,68.7353
26,20,0.337676,0.00702583,0.0616622,71.1666
27,20,0.35337,0.00847239,0.0696595,66.8685
28,20,0.348166,0.0072104,0.0715679,66.0781
29,20,0.311216,0.00636939,0.0954048,69.5639
30,20,0.395823,0.00781774,0.0820601,71.4621
31,20,0.368444,0.0103884,0.0820601,71.4621
32,20,0.351393,0.00849887,0.0801715,73.624
33,20,0.319823,0.00956474,0.117572,67.7293
34,20,0.398639,0.00956474,0.152209,67.7293
35,20,0.442595,0.00910133,0.0653154,70.7834
36,20,0.43539,0.0110526,0.0751943,74.1946
37,20,0.327794,0.0108651,0.11328,74.8983
38,20,0.344143,0.00983993,0.0788334,74.3165
39,20,0.421113,0.00886882,0.0788334,72.8377
40,20,0.357116,0.00719102,0.0581982,72.8987
41,20,0.363916,0.00769605,0.0919185,70.3651
42,20,0.430001,0.00819502,0.0644504,70.6531
43,20,0.423293,0.0100378,0.0560392,70.8703
44,20,0.484219,0.00613921,0.071882,70.1853
45,20,0.43,0.00888774,0.0749944,67.739
46,20,0.369567,0.00655653,0.0682934,70.6142
47,20,0.301101,0.00810167,0.12383,71.2656
48,20,0.373007,0.00594083,0.0566033,69.109
49,20,0.340759,0.00705856,0.0873819,69.9467
50,20,0.345691,0.00986028,0.107975,67.1344
51,20,0.333525,0.00891615,0.105177,66.8337
52,20,0.333525,0.00703943,0.105177,66.8337
53,20,0.354484,0.00516426,0.10158,65.311
54,20,0.389178,0.00720964,0.0777928,67.5454
55,20,0.366782,0.00576784,0.0637493,70.6909
56,20,0.366782,0.0077102,0.0723196,70.9108
57,20,0.438624,0.00835888,0.079433,70.7719
58,20,0.360715,0.00710863,0.168519,71.7068
59,20,0.420867,0.00979404,0.0777794,68.8022
60,20,0.320798,0.00834623,0.192357,65.5425
61,20,0.398243,0.00846798,0.170751,72.5127
62,20,0.415288,0.00660762,0.0745183,67.3778
63,20,0.328992,0.00864432,0.0820354,74.0626
64,20,0.328992,0.0106872,0.0820354,75.0845
65,20,0.356381,0.00883574,0.0712418,67.6769
66,20,0.360972,0.00906337,0.0597805,68.8806
67,20,0.416829,0.00942164,0.0964942,68.993
68,20,0.360533,0.00784028,0.0825246,72.3375
69,20,0.399832,0.00652163,0.0663186,67.8947
70,20,0.428254,0.00643291,0.0615904,67.435
71,20,0.347331,0.00980261,0.0585808,69.3165
72,20,0.331572,0.00663599,0.0968524,71.9777
73,20,0.358862,0.00736108,0.0626833,70.0847
74,20,0.358862,0.00775925,0.0681233,67.077
75,20,0.337743,0.00851588,0.0567417,69.1721
76,20,0.4215,0.00774014,0.0567417,69.1721
77,20,0.310996,0.00932791,0.0739712,68.1868
78,20,0.359865,0.00749973,0.0539549,68.6619
79,20,0.451433,0.00968311,0.0568502,69.9231
80,20,0.352463,0.00590662,0.0678592,63.6215
81,20,0.3331,0.00616091,0.101371,69.6477
82,20,0.331478,0.00867158,0.0752679,69.5099
83,20,0.331478,0.00867158,0.0752679,71.3693
84,20,0.423772,0.00895676,0.054857,71.5703
85,20,0.419068,0.00912705,0.0864426,72.4405
86,20,0.375264,0.00912705,0.0751599,70.0937
87,20,0.354527,0.00742436,0.0696233,68.6183
88,20,0.36367,0.00881176,0.0845706,70.6874
89,20,0.364915,0.00739628,0.0684193,70.6874
90,20,0.340754,0.00853894,0.0616005,68.6654
91,20,0.340754,0.00853894,0.0616005,68.6654
92,20,0.365864,0.00853894,0.0616005,68.6654
93,20,0.374915,0.00916326,0.0641237,69.7682
94,20,0.346116,0.00828369,0.091724,68.5282
1,21,0.278418,0.00720569,0.10676,72.9174
2,21,0.266078,0.00846487,0.173023,67.3642
3,21,0.27176,0.00754626,0.209687,70.841
4,21,0.272736,0.0110358,0.122941,66.0186
5,21,0.295814,0.00488867,0.078922,65.1903
6,21,0.301446,0.0069386,0.12446,64.5367
7,21,0.301446,0.008581,0.12446,70.6818
8,21,0.298368,0.00733341,0.136803,70.3498
9,21,0.333585,0.00697943,0.104256,70.6459
10,21,0.359715,0.00735357,0.139684,72.2187
11,21,0.438652,0.0104873,0.0893704,68.5111
12,21,0.268781,0.00556097,0.133869,66.2368
13,21,0.378032,0.00870275,0.112313,69.1159
14,21,0.3237,0.0094125,0.093713,72.8751
15,21,0.298051,0.00861137,0.115075,72.3561
16,21,0.283005,0.00768135,0.099048,69.1979
17,21,0.256833,0.00811474,0.123438,70.6379
18,21,0.256833,0.00934496,0.123438,70.1315
19,21,0.264471,0.00734625,0.135096,70.1315
20,21,0.259693,0.00619647,0.104759,68.3745
21,21,0.232737,0.00750993,0.145195,68.8675
22,21,0.263483,0.00734826,0.182969,67.0975
23,21,0.247528,0.00797808,0.100123,69.768
24,21,0.302883,0.00930927,0.117563,73.6055
25,21,0.302883,0.00930927,0.0781843,68.0636
26,21,0.271581,0.00418164,0.0839493,68.0356
27,21,0.299961,0.00583562,0.110282,68.0338
28,21,0.289749,0.010679,0.0913938,72.3395
29,21,0.282447,0.00657237,0.121148,72.3395
30,21,0.344889,0.00787155,0.0802436,69.5543
31,21,0.285655,0.00787155,0.0802436,69.5543
32,21,0.277495,0.00787155,0.0916216,68.4613
33,21,0.264003,0.00779514,0.092942,70.7912
34,21,0.317996,0.0104935,0.127671,72.4779
35,21,0.2758,0.00844046,0.172772,69.7951
36,21,0.26652,0.00966228,0.172772,69.7951
37,21,0.26652,0.00914366,0.0883605,69.7951
38,21,0.292834,0.0092337,0.127802,68.6479
39,21,0.259685,0.00788595,0.100057,73.0344
40,21,0.259685,0.00800348,0.100057,73.0344
41,21,0.270449,0.00924082,0.100379,67.8942
42,21,0.262653,0.00704819,0.105351,66.7579
43,21,0.287082,0.0079682,0.0884253,66.7579
44,21,0.250367,0.00622153,0.0948492,66.3712
45,21,0.28528,0.00693031,0.0764464,72.552
46,21,0.250461,0.00846123,0.172595,70.2554
47,21,0.28216,0.00826101,0.153719,73.7653
48,21,0.28216,0.0085592,0.0743771,75.6578
49,21,0.286936,0.00972652,0.141099,75.6578
50,21,0.28124,0.00957566,0.0983055,68.5733
51,21,0.278189,0.00783645,0.0982631,72.4858
52,21,0.278189,0.00783645,0.0944741,66.4273
53,21,0.287305,0.00708788,0.0930853,68.177
54,21,0.271263,0.00708788,0.114606,72.3263
55,21,0.36316,0.00658685,0.164246,66.0446
56,21,0.261521,0.00601562,0.123388,73.1355
57,21,0.357932,0.00896753,0.123479,71.9231
58,21,0.319373,0.00896753,0.091001,71.9231
59,21,0.243789,0.00693459,0.237426,72.1777
60,21,0.253707,0.00764464,0.130965,70.8554
61,21,0.265482,0.00805247,0.130965,66.8519
62,21,0.257879,0.00559344,0.16551,68.7966
63,21,0.316037,0.00663872,0.0890346,71.4454
64,21,0.316037,0.00872322,0.0890346,71.1493
65,21,0.405065,0.00872322,0.0890346,71.1493
66,21,0.272564,0.00822985,0.0864331,71.629
67,21,0.321086,0.0106884,0.0729303,72.311
68,21,0.269043,0.00735068,0.0729303,69.4064
69,21,0.245901,0.00892014,0.197028,69.4495
70,21,0.245901,0.00892014,0.149362,69.4495
71,21,0.290117,0.00725747,0.0839384,68.1567
72,21,0.260562,0.00910734,0.113802,73.9071
73,21,0.281129,0.00798027,0.0790379,66.9185
74,21,0.281129,0.00792483,0.106688,67.2329
75,21,0.271947,0.00836072,0.15105,67.8044
76,21,0.271947,0.00892726,0.134354,67.8044
77,21,0.272887,0.0085888,0.134354,68.8348
78,21,0.320415,0.00997817,0.0927798,72.7403
79,21,0.338388,0.0064831,0.0927798,68.0315
80,21,0.273659,0.00548667,0.117745,68.8229
81,21,0.248319,0.00823735,0.110862,70.0433
82,21,0.279171,0.00854683,0.0721234,71.4634
83,21,0.302364,0.00854683,0.0864429,66.5143
84,21,0.24667,0.00734049,0.122902,67.2492
85,21,0.28495,0.00730686,0.138088,64.7004
86,21,0.258004,0.0054148,0.0999835,73.0072
87,21,0.29075,0.00636172,0.0920447,71.0018
88,21,0.240721,0.00636172,0.145393,71.0018
89,21,0.264746,0.00929698,0.113782,68.39
90,21,0.341421,0.0097224,0.100291,70.2726
91,21,0.258397,0.00652027,0.118412,71.5277
92,21,0.321413,0.00416494,0.0827581,71.5277
93,21,0.262276,0.00616216,0.0847584,67.1782
94,21,0.262276,0.00828341,0.122787,72.4364
1,22,0.276899,0.00710103,0.0357665,67.3021
2,22,0.310037,0.0125403,0.0650264,70.9472
3,22,0.239507,0.00812097,0.0688999,72.2001
4,22,0.25258,0.00719244,0.0576321,73.9528
5,22,0.265077,0.00901117,0.0447319,74.7062
6,22,0.25633,0.00870322,0.0456534,72.8091
7,22,0.274507,0.0117388,0.0428347,71.3094
8,22,0.275039,0.00955679,0.0521026,68.2067
9,22,0.258257,0.00480787,0.0539009,68.8984
10,22,0.258257,0.00941421,0.0532417,74.1964
11,22,0.258257,0.00810203,0.0746855,72.0337
12,22,0.285276,0.00825971,0.0320092,68.3584
13,22,0.259399,0.00941848,0.0749152,73.213
14,22,0.259399,0.00895791,0.0367052,72.2139
15,22,0.279108,0.00895791,0.0447429,74.3703
16,22,0.279108,0.00895791,0.0447429,71.3371
17,22,0.261464,0.0115634,0.0633641,68.4785
18,22,0.272219,0.00994148,0.0633641,66.9741
19,22,0.273924,0.00927134,0.0684632,68.6135
20,22,0.280235,0.00836681,0.0333058,67.3105
21,22,0.263112,0.00924611,0.066523,68.391
22,22,0.276709,0.00807555,0.0832795,66.3154
23,22,0.345507,0.0112764,0.0691571,66.7849
24,22,0.314008,0.0121308,0.0691571,68.7077
25,22,0.264597,0.00927215,0.046932,70.5235
26,22,0.275357,0.00862964,0.0397194,66.7152
27,22,0.26951,0.00790812,0.0553675,66.6061
28,22,0.250279,0.00914831,0.0902581,66.6061
29,22,0.24653,0.012305,0.0710876,69.6651
30,22,0.24653,0.00982752,0.0710876,70.6221
31,22,0.24653,0.0101384,0.0589558,74.9389
32,22,0.250602,0.00831151,0.0589558,72.4769
33,22,0.266362,0.00969148,0.0495851,66.0622
34,22,0.282096,0.00929328,0.0401591,72.6146
35,22,0.295243,0.00670166,0.0341089,67.7093
36,22,0.305958,0.00730427,0.0685079,69.8973
37,22,0.250677,0.00625544,0.0672302,66.4095
38,22,0.266118,0.00779067,0.0591698,69.888
39,22,0.301463,0.00937676,0.042216,67.471
40,22,0.278087,0.00850514,0.0347353,67.2508
41,22,0.279569,0.00918043,0.0498552,67.2508
42,22,0.279569,0.00769294,0.0423314,68.6064
43,22,0.282616,0.00809956,0.0343823,69.9086
44,22,0.296915,0.00758361,0.048817,69.101
45,22,0.264907,0.00872204,0.0501176,69.4521
46,22,0.264907,0.010324,0.0537501,69.5758
47,22,0.278947,0.00990615,0.0467363,67.8051
48,22,0.28998,0.00980197,0.0564735,70.3035
49,22,0.28998,0.00980197,0.0422381,70.3035
50,22,0.273099,0.00980197,0.0422381,66.2769
51,22,0.237241,0.00927534,0.0812872,69.2321
52,22,0.262665,0.0112478,0.0812872,69.2321
53,22,0.296069,0.00993514,0.0425957,65.9494
54,22,0.285302,0.00924425,0.0387256,68.083
55,22,0.272443,0.0111164,0.0509506,68.4439
56,22,0.270403,0.00831135,0.0679513,70.0397
57,22,0.248486,0.010617,0.0490922,71.4637
58,22,0.248486,0.00934322,0.0490922,71.0385
59,22,0.272898,0.00931739,0.0386836,69.0347
60,22,0.278328,0.00786954,0.0604378,68.5799
61,22,0.278328,0.00786954,0.0475555,68.5799
62,22,0.278328,0.00888481,0.0475555,67.6477
63,22,0.289719,0.0106535,0.0352899,67.6477
64,22,0.266161,0.00751634,0.0585291,67.2547
65,22,0.28847,0.00856195,0.046105,67.2547
66,22,0.26396,0.00836438,0.0408349,68.6019
67,22,0.23204,0.00841303,0.0759745,66.6828
68,22,0.263104,0.00949475,0.0612836,70.2875
69,22,0.27587,0.00943058,0.0526454,72.6826
70,22,0.27587,0.00943058,0.0526454,66.4657
71,22,0.27587,0.00880246,0.0435689,71.1031
72,22,0.277316,0.0086547,0.0446578,69.4018
73,22,0.277316,0.0086547,0.0446578,69.4018
74,22,0.256897,0.00730311,0.0474814,70.2428
75,22,0.256897,0.00736124,0.0419202,69.3744
76,22,0.256897,0.00309853,0.0419202,69.3744
77,22,0.293763,0.00594826,0.0419202,70.7172
78,22,0.266004,0.00976236,0.0629761,67.4426
79,22,0.266004,0.00976236,0.0629761,69.9508
80,22,0.294744,0.00975606,0.0532871,69.9508
81,22,0.252384,0.00951254,0.0674215,67.2283
82,22,0.269917,0.00752481,0.0393846,67.0586
83,22,0.290755,0.00752481,0.0393997,68.1209
84,22,0.268721,0.00823987,0.0325928,68.0413
85,22,0.282584,0.0103545,0.0599864,69.6918
86,22,0.247039,0.00852168,0.0599864,67.5938
87,22,0.273043,0.00904631,0.0599864,67.8908
88,22,0.277907,0.00837897,0.0561478,71.1856
89,22,0.255259,0.0102552,0.0436616,66.9187
90,22,0.268827,0.00750749,0.0436616,69.8514
91,22,0.268827,0.00750749,0.0436616,69.8514
92,22,0.268827,0.00928406,0.0436616,69.2986
93,22,0.297138,0.0058933,0.0388561,68.3323
94,22,0.284918,0.007076,0.0363252,73.5926
1,23,0.453974,0.0153441,0.0405543,73.4432
2,23,0.375779,0.015479,0.0359742,75.3024
3,23,0.38713,0.0132772,0.052407,71.602
4,23,0.371344,0.0132772,0.0509922,68.7505
5,23,0.350624,0.00776432,0.0509922,70.7486
6,23,0.384588,0.010692,0.0508981,68.7829
7,23,0.39877,0.0073811,0.046639,67.7555
8,23,0.447976,0.0121131,0.0604216,69.577
9,23,0.399238,0.00930666,0.0426097,69.7504
10,23,0.364264,0.00993457,0.0621069,69.0893
11,23,0.402742,0.0117316,0.0714709,70.4352
12,23,0.411688,0.00649969,0.030848,70.5594
13,23,0.456116,0.00713544,0.0711565,68.9539
14,23,0.432728,0.0130092,0.0392958,67.957
15,23,0.448729,0.0151051,0.0565485,68.8825
16,23,0.357937,0.0142133,0.0703711,72.0117
17,23,0.357937,0.00850931,0.0631126,71.1386
18,23,0.389682,0.009462,0.0446659,67.9949
19,23,0.398918,0.009462,0.0446659,67.9949
20,23,0.360756,0.0143399,0.0439055,70.1616
21,23,0.360756,0.0127835,0.0439055,73.4337
22,23,0.369544,0.0125358,0.0439055,67.3843
23,23,0.398472,0.0128656,0.0439055,73.1775
24,23,0.354201,0.0121347,0.0439055,70.6961
25,23,0.354201,0.00864585,0.0439055,65.6093
26,23,0.379032,0.0146807,0.0694449,73.6623
27,23,0.362487,0.0122267,0.0405623,70.8768
28,23,0.406005,0.0122267,0.0405623,65.4495
29,23,0.376032,0.0162436,0.0988536,65.6572
30,23,0.368314,0.00797908,0.0614175,67.0136
31,23,0.353365,0.00979395,0.0795281,68.0973
32,23,0.378898,0.010968,0.0678319,72.4035
33,23,0.365452,0.0143747,0.0680112,73.5532
34,23,0.379993,0.00920079,0.0628097,71.4533
35,23,0.378752,0.0147899,0.0605868,71.458
36,23,0.362661,0.0153884,0.0489506,72.6576
37,23,0.32434,0.0134228,0.0956418,71.3592
38,23,0.359943,0.00578721,0.0642563,67.0557
39,23,0.41374,0.0117452,0.0606752,67.2977
40,23,0.391173,0.00868333,0.0368031,70.2991
41,23,0.394436,0.0140696,0.0513184,72.6938
42,23,0.369493,0.0127728,0.0465931,71.6622
43,23,0.369493,0.0127728,0.0465931,71.6622
44,23,0.369493,0.0109518,0.0870182,68.833
45,23,0.399421,0.00927184,0.0588725,69.3593
46,23,0.518574,0.00733145,0.0380411,71.4479
47,23,0.399906,0.00581833,0.0802492,70.0355
48,23,0.331312,0.00840032,0.0535241,72.6996
49,23,0.329724,0.00741549,0.0555434,71.8415
50,23,0.398373,0.0135629,0.0625663,67.5328
51,23,0.412789,0.00797957,0.0461404,66.2728
52,23,0.439814,0.0123338,0.0264391,76.6602
53,23,0.332353,0.0149835,0.0735293,75.7082
54,23,0.43809,0.0131346,0.0439258,67.2629
55,23,0.444052,0.0107568,0.0483827,68.5305
56,23,0.448176,0.0104752,0.0308789,70.7
57,23,0.459407,0.0103375,0.05072,74.0702
58,23,0.391296,0.0117109,0.05072,68.1419
59,23,0.494626,0.0131044,0.0411925,68.8235
60,23,0.37159,0.00809152,0.0671611,71.7401
61,23,0.350609,0.0129515,0.0928574,68.6388
62,23,0.350609,0.00871012,0.0855497,70.405
63,23,0.352181,0.0144158,0.106196,69.4547
64,23,0.347573,0.0113649,0.0596981,65.6591
65,23,0.347573,0.0129191,0.0596981,68.7565
66,23,0.347573,0.013101,0.0596981,68.7565
67,23,0.320739,0.013101,0.0669763,70.3628
68,23,0.374278,0.00932933,0.0451204,67.4463
69,23,0.359733,0.0113204,0.0525723,73.1405
70,23,0.450205,0.0119318,0.046137,68.6049
71,23,0.364013,0.013541,0.0492981,71.7275
72,23,0.40162,0.0150549,0.0553132,68.9639
73,23,0.355742,0.0141529,0.0608881,68.5145
74,23,0.445673,0.0174368,0.0600709,70.0724
75,23,0.372475,0.0128114,0.0495824,73.9601
76,23,0.372475,0.0128114,0.0495824,72.7707
77,23,0.352143,0.00757588,0.064152,67.7676
78,23,0.463133,0.0143693,0.049156,64.7177
79,23,0.359305,0.00921398,0.0419933,64.7887
80,23,0.359305,0.0160078,0.0736317,68.0859
81,23,0.352983,0.012285,0.0464567,67.9018
82,23,0.373471,0.00955778,0.0391254,67.439
83,23,0.46003,0.0080267,0.0391254,68.7291
84,23,0.376499,0.00665182,0.062707,66.9469
85,23,0.376499,0.00952806,0.0603479,66.7732
86,23,0.376499,0.0117244,0.0488204,68.028
87,23,0.40877,0.0134614,0.0770841,67.8991
88,23,0.333979,0.0134614,0.0770841,67.8991
89,23,0.349895,0.0145153,0.0981406,72.5231
90,23,0.333524,0.0149908,0.104025,67.9021
91,23,0.403418,0.0114961,0.0450759,66.365
92,23,0.541737,0.00851264,0.0380144,67.6605
93,23,0.418144,0.00693854,0.0377179,68.0328
94,23,0.394662,0.00968898,0.0539987,69.4342
1,24,0.389656,0.0107816,0.0436039,69.4886
2,24,0.347481,0.00947949,0.0578598,72.526
3,24,0.387167,0.0103895,0.0469851,71.4524
4,24,0.368298,0.00855687,0.0469851,67.8141
5,24,0.392449,0.00957758,0.0388077,70.3882
6,24,0.47803,0.00881082,0.0317879,71.2357
7,24,0.413922,0.00722998,0.0362925,68.6267
8,24,0.379503,0.00822135,0.052408,68.2575
9,24,0.374899,0.00672421,0.0558433,67.058
10,24,0.472685,0.00503336,0.02927,66.6819
11,24,0.515345,0.0103447,0.0446769,66.282
12,24,0.393266,0.00819216,0.0346476,64.7379
13,24,0.379544,0.00676145,0.0494171,67.2066
14,24,0.354768,0.00754017,0.0419187,68.3432
15,24,0.436147,0.00903956,0.0487243,71.8095
16,24,0.436147,0.00903956,0.0410063,72.8226
17,24,0.463833,0.0115837,0.0451773,74.1958
18,24,0.369035,0.00650981,0.0488349,71.9705
19,24,0.382385,0.00591305,0.0593442,70.4278
20,24,0.468029,0.0102618,0.0514121,73.5726
21,24,0.476743,0.00691802,0.0511985,69.1882
22,24,0.349575,0.00691802,0.0425566,72.1769
23,24,0.385595,0.0120344,0.036158,70.8703
24,24,0.375051,0.00724237,0.033495,68.8472
25,24,0.375051,0.00933744,0.033495,67.8586
26,24,0.375051,0.00908429,0.0404885,71.0193
27,24,0.367325,0.00909404,0.0343595,74.7996
28,24,0.402591,0.0103802,0.0382699,75.2225
29,24,0.559147,0.0117044,0.0423773,70.8947
30,24,0.518445,0.00854333,0.0633716,68.0704
31,24,0.490009,0.00641113,0.0405912,68.9278
32,24,0.325447,0.00904976,0.0595507,66.3777
33,24,0.390822,0.006886,0.0366321,64.6405
34,24,0.390822,0.006886,0.0416274,73.4338
35,24,0.390822,0.0078934,0.0416274,68.0485
36,24,0.37756,0.00915192,0.065736,68.5974
37,24,0.387839,0.00774614,0.0763036,69.9581
38,24,0.437187,0.0100506,0.0749199,68.5391
39,24,0.362388,0.010219,0.082208,68.2405
40,24,0.355455,0.00832128,0.0456788,67.618
41,24,0.378846,0.00832128,0.0522993,68.9362
42,24,0.35534,0.00764292,0.0522993,70.3861
43,24,0.356827,0.00663678,0.0522993,68.5305
44,24,0.431216,0.00962074,0.041564,72.407
45,24,0.394416,0.00701321,0.0358733,67.1811
46,24,0.398427,0.0115731,0.0406965,67.1811
47,24,0.383165,0.0118494,0.0432653,75.7588
48,24,0.484503,0.0071176,0.0275215,65.3361
49,24,0.484503,0.00538406,0.0259613,65.3361
50,24,0.390326,0.00632217,0.0515356,64.711
51,24,0.326225,0.00699529,0.0717212,64.8341
52,24,0.338813,0.00984368,0.0507528,71.3785
53,24,0.387166,0.00835533,0.037841,70.5287
54,24,0.390171,0.00561495,0.0304158,70.907
55,24,0.390171,0.00498084,0.0353398,68.1034
56,24,0.390171,0.00764612,0.0353398,68.5136
57,24,0.398944,0.00688683,0.0360816,65.8473
58,24,0.341823,0.00855585,0.0606768,67.0111
59,24,0.387099,0.00627398,0.0606768,68.4847
60,24,0.485658,0.0109786,0.0734467,71.3784
61,24,0.346808,0.0126404,0.0516611,70.3477
62,24,0.454105,0.00934939,0.0332626,71.2388
63,24,0.35255,0.00949917,0.0567516,68.1191
64,24,0.514639,0.0112271,0.0371771,69.5206
65,24,0.378642,0.00812888,0.0502217,71.9377
66,24,0.448474,0.00871708,0.0442032,68.3067
67,24,0.486066,0.0077797,0.035367,68.5166
68,24,0.365432,0.00967734,0.0329289,69.3649
69,24,0.378206,0.00774521,0.0496598,69.0899
70,24,0.378206,0.00678232,0.0496598,69.0899
71,24,0.389413,0.0101238,0.0428242,66.7905
72,24,0.405783,0.00883251,0.0639506,73.9943
73,24,0.405783,0.00883251,0.029062,66.2586
74,24,0.345905,0.00931479,0.0498543,71.9405
75,24,0.490591,0.0093047,0.0781278,74.805
76,24,0.359102,0.00658693,0.0343125,70.1674
77,24,0.459759,0.00759791,0.0442223,70.1343
78,24,0.369189,0.00989613,0.0515794,74.2676
79,24,0.369189,0.00989613,0.0462381,67.2082
80,24,0.37229,0.00954037,0.0366857,68.4028
81,24,0.37229,0.00916029,0.0465294,68.4028
82,24,0.37229,0.00859467,0.0785824,70.1858
83,24,0.347936,0.00773816,0.11387,68.1196
84,24,0.329868,0.00933723,0.0732691,68.1196
85,24,0.379741,0.012325,0.040358,72.4093
86,24,0.495934,0.0101668,0.0377095,75.853
87,24,0.43877,0.00944397,0.0381881,74.1794
88,24,0.370777,0.00944397,0.0381881,66.2003
89,24,0.389076,0.00594789,0.0352408,68.0599
90,24,0.40023,0.00919263,0.042979,70.818
91,24,0.355317,0.0108358,0.0375174,70.818
92,24,0.404348,0.00627041,0.0377237,69.624
93,24,0.356743,0.00754768,0.0433241,68.5217
94,24,0.386196,0.00992481,0.0342882,70.1535
1,25,0.480653,0.00945207,0.0828673,70.9794
2,25,0.380331,0.00778485,0.0498704,70.8268
3,25,0.407433,0.0105209,0.0584414,73.9999
4,25,0.390663,0.0127163,0.043531,73.6889
5,25,0.373345,0.0105544,0.0469524,67.8303
6,25,0.358195,0.005854,0.0790572,70.7177
7,25,0.399499,0.0108221,0.0495293,69.4244
8,25,0.496023,0.0112871,0.0400124,67.6229
9,25,0.378393,0.0125958,0.16681,68.5926
10,25,0.33496,0.0125958,0.16681,68.5926
11,25,0.340567,0.0104591,0.139587,69.3355
12,25,0.381433,0.0114205,0.0593103,70.6233
13,25,0.381433,0.0113487,0.0593103,70.6233
14,25,0.311504,0.0116862,0.0928509,70.6508
15,25,0.34189,0.00987386,0.0974565,69.3298
16,25,0.340718,0.010501,0.0577268,70.2953
17,25,0.3566,0.010501,0.0606605,68.3611
18,25,0.384812,0.0103522,0.0483389,67.3964
19,25,0.384812,0.0097854,0.0513874,67.3964
20,25,0.354022,0.00867979,0.0778575,69.0295
21,25,0.38824,0.0107348,0.0675569,68.4664
22,25,0.382341,0.0125363,0.0450544,69.1638
23,25,0.436312,0.008402,0.0668298,69.5107
24,25,0.36492,0.0108379,0.0683234,70.0925
25,25,0.318887,0.0096988,0.0610075,68.3105
26,25,0.390405,0.00992776,0.138284,69.1005
27,25,0.374411,0.00983234,0.0641651,70.9252
28,25,0.374411,0.00983234,0.0667043,70.9252
29,25,0.407588,0.00959214,0.0432228,70.1993
30,25,0.427568,0.00997607,0.0452757,70.7024
31,25,0.340833,0.0110276,0.0907605,70.6729
32,25,0.340833,0.00996851,0.0634627,66.5812
33,25,0.388737,0.0106545,0.0834582,71.8421
34,25,0.342804,0.00662013,0.0485928,69.0295
35,25,0.386959,0.00999422,0.0678883,69.7652
36,25,0.375777,0.0093063,0.0672093,68.5924
37,25,0.37369,0.0122535,0.0902199,69.7287
38,25,0.375185,0.0100044,0.0509379,72.9984
39,25,0.364417,0.0116562,0.0794443,67.0484
40,25,0.364417,0.0110703,0.0489239,67.0484
41,25,0.351742,0.00996827,0.0660789,69.2734
42,25,0.351742,0.0099178,0.0698105,69.2734
43,25,0.379193,0.0099178,0.0475549,69.2734
44,25,0.349035,0.00988041,0.0836004,66.458
45,25,0.359459,0.0099274,0.081809,66.3209
