rep,id,k1,k2,A0,peak,Vaccine_Group
90,4,0.542717,0.000345387,0.00603656,67.1279,1ug Pfizer
91,4,0.565398,7.44752e-05,0.00600962,66.576,1ug Pfizer
92,4,0.580836,3.54485e-05,0.00472729,67.7901,1ug Pfizer
93,4,0.591885,7.98482e-05,0.00573,66.576,1ug Pfizer
94,4,0.615613,9.23738e-05,0.00814623,66.6666,1ug Pfizer
95,4,0.637186,0.00031987,0.00477968,67.1687,1ug Pfizer
96,4,0.525802,0.000377249,0.0112224,66.6182,1ug Pfizer
97,4,0.596568,0.000324152,0.00684881,66.9395,1ug Pfizer
98,4,0.623783,0.000178673,0.00321284,66.8293,1ug Pfizer
99,4,0.564493,0.000158742,0.00713886,67.5046,1ug Pfizer
100,4,0.582128,8.09998e-05,0.00578555,67.0019,1ug Pfizer
1,5,0.657395,8.39533e-05,0.00453952,66.7558,1ug Pfizer
2,5,0.639081,7.40717e-05,0.00818842,66.8227,1ug Pfizer
3,5,0.665327,4.69033e-05,0.00487658,67.0986,1ug Pfizer
4,5,0.59622,0.00016093,0.0132634,66.8759,1ug Pfizer
5,5,0.670295,3.88196e-05,0.00501963,67.0297,1ug Pfizer
6,5,0.605307,0.000478907,0.010465,67.6176,1ug Pfizer
7,5,0.622914,4.10191e-05,0.00501963,66.4916,1ug Pfizer
8,5,0.581834,0.000114733,0.00880692,66.7179,1ug Pfizer
9,5,0.660948,0.0001471,0.00501963,67.263,1ug Pfizer
10,5,0.58095,0.000149007,0.0108359,66.4408,1ug Pfizer
11,5,0.670331,0.000170463,0.00509222,65.9402,1ug Pfizer
12,5,0.637403,0.000141039,0.0087381,66.7829,1ug Pfizer
13,5,0.601476,0.00014109,0.01099,67.5907,1ug Pfizer
14,5,0.637403,8.72942e-05,0.00793133,67.0428,1ug Pfizer
15,5,0.646984,0.00075835,0.00532389,66.4196,1ug Pfizer
16,5,0.627953,0.000272859,0.00569625,66.5672,1ug Pfizer
17,5,0.634544,0.000884014,0.00543555,66.7989,1ug Pfizer
18,5,0.597716,9.04611e-05,0.0106179,66.6903,1ug Pfizer
19,5,0.631037,8.07991e-05,0.00655053,66.7161,1ug Pfizer
20,5,0.597716,0.000180441,0.0106179,66.7185,1ug Pfizer
21,5,0.587066,0.000524408,0.00846672,66.8093,1ug Pfizer
22,5,0.633251,0.000180441,0.00808854,66.7185,1ug Pfizer
23,5,0.580509,7.56021e-05,0.0107494,66.5227,1ug Pfizer
24,5,0.613684,0.000301712,0.00886699,66.7573,1ug Pfizer
25,5,0.630046,0.000128191,0.0059838,67.2657,1ug Pfizer
26,5,0.629013,0.00013153,0.00494006,66.5115,1ug Pfizer
27,5,0.599167,0.000108951,0.00472509,67.2645,1ug Pfizer
28,5,0.59553,0.000178828,0.0129034,66.7188,1ug Pfizer
29,5,0.617564,0.00067285,0.00802944,67.1945,1ug Pfizer
30,5,0.528309,0.000108665,0.0160677,67.679,1ug Pfizer
31,5,0.617564,0.000604531,0.00802944,67.1945,1ug Pfizer
32,5,0.640939,0.000517243,0.00622183,67.2182,1ug Pfizer
33,5,0.644145,5.5447e-05,0.00802944,66.4208,1ug Pfizer
34,5,0.576861,7.3377e-05,0.008565,67.6605,1ug Pfizer
35,5,0.622888,5.9883e-05,0.00731188,67.3168,1ug Pfizer
36,5,0.634301,0.00026198,0.00707249,66.7476,1ug Pfizer
37,5,0.642289,0.0001257,0.00592654,67.6709,1ug Pfizer
38,5,0.634301,4.85833e-05,0.00707249,66.7476,1ug Pfizer
39,5,0.650485,0.000137461,0.00541189,67.6737,1ug Pfizer
40,5,0.58539,9.19373e-05,0.0134507,66.7595,1ug Pfizer
41,5,0.645296,0.000147832,0.0068244,67.3887,1ug Pfizer
42,5,0.564595,0.000130454,0.0116758,66.6136,1ug Pfizer
43,5,0.614212,0.000124036,0.0068244,67.3887,1ug Pfizer
44,5,0.564595,7.93976e-05,0.0116758,67.761,1ug Pfizer
45,5,0.620852,0.000133831,0.00714296,67.3887,1ug Pfizer
46,5,0.671571,6.98926e-05,0.00364439,66.6501,1ug Pfizer
47,5,0.587977,0.000208596,0.00889102,67.4973,1ug Pfizer
48,5,0.596254,3.90435e-05,0.0117765,66.7769,1ug Pfizer
49,5,0.671357,5.52902e-05,0.00505282,67.3973,1ug Pfizer
50,5,0.595287,5.64773e-05,0.0098398,66.0101,1ug Pfizer
51,5,0.671357,0.000130101,0.00313006,67.3973,1ug Pfizer
52,5,0.572585,0.000164056,0.012409,67.2716,1ug Pfizer
53,5,0.606208,9.53854e-05,0.00872752,66.9405,1ug Pfizer
54,5,0.591875,0.000131414,0.0115359,66.8382,1ug Pfizer
55,5,0.641497,8.85464e-05,0.00909886,67.1718,1ug Pfizer
56,5,0.657164,0.000450836,0.00644235,67.0029,1ug Pfizer
57,5,0.678002,0.000215189,0.00398503,67.4032,1ug Pfizer
58,5,0.657164,0.000309443,0.0068196,67.5861,1ug Pfizer
59,5,0.674903,0.000208683,0.00386306,67.2979,1ug Pfizer
60,5,0.597605,7.41303e-05,0.00905434,67.0081,1ug Pfizer
61,5,0.601128,0.000142162,0.00780536,67.1482,1ug Pfizer
62,5,0.597605,0.000148674,0.00905434,66.9085,1ug Pfizer
63,5,0.624442,0.000254377,0.0065042,66.1961,1ug Pfizer
64,5,0.601925,0.000246354,0.00905434,67.0873,1ug Pfizer
65,5,0.598551,0.000526482,0.00978266,65.8062,1ug Pfizer
66,5,0.662214,0.000200464,0.00640811,67.1735,1ug Pfizer
67,5,0.598551,0.00083095,0.00739059,66.8829,1ug Pfizer
68,5,0.578579,0.000561195,0.00500857,66.1748,1ug Pfizer
69,5,0.654564,0.000331414,0.00610635,66.6133,1ug Pfizer
70,5,0.626882,3.13149e-05,0.00744061,66.4063,1ug Pfizer
71,5,0.63364,9.05046e-05,0.00609569,67.3858,1ug Pfizer
72,5,0.659878,0.000132433,0.0045388,66.9043,1ug Pfizer
73,5,0.642815,9.05046e-05,0.00609569,67.3858,1ug Pfizer
74,5,0.615507,0.000137981,0.012027,66.9256,1ug Pfizer
75,5,0.627032,0.000488464,0.00613016,66.8699,1ug Pfizer
76,5,0.610046,0.000199652,0.0128373,66.9063,1ug Pfizer
77,5,0.602801,0.000127029,0.0100817,67.0274,1ug Pfizer
78,5,0.616546,0.000277691,0.0081406,66.3788,1ug Pfizer
79,5,0.567445,6.72667e-05,0.0167371,66.5366,1ug Pfizer
80,5,0.592956,3.04829e-05,0.007617,67.1464,1ug Pfizer
81,5,0.548396,0.00012446,0.0104642,66.665,1ug Pfizer
82,5,0.598863,0.000241481,0.0113402,66.8968,1ug Pfizer
83,5,0.630874,0.000303675,0.00997455,67.3783,1ug Pfizer
84,5,0.591204,0.000176686,0.0113402,67.2461,1ug Pfizer
85,5,0.643669,0.000168945,0.00469303,67.6593,1ug Pfizer
86,5,0.591204,0.000176686,0.0113402,67.2461,1ug Pfizer
87,5,0.64502,0.000270526,0.0057174,67.1528,1ug Pfizer
88,5,0.591204,5.3326e-05,0.0125779,66.4616,1ug Pfizer
89,5,0.594085,0.000213523,0.0138295,66.7444,1ug Pfizer
90,5,0.60792,0.00010904,0.0123554,67.0142,1ug Pfizer
91,5,0.641391,0.00019446,0.00691905,66.5796,1ug Pfizer
92,5,0.593518,0.000340676,0.0132381,66.7548,1ug Pfizer
93,5,0.629666,0.000526205,0.00640661,66.5796,1ug Pfizer
94,5,0.661522,0.00033189,0.00587782,66.6835,1ug Pfizer
95,5,0.657693,0.000429988,0.00633972,67.0529,1ug Pfizer
96,5,0.623093,0.000195472,0.00590204,66.7461,1ug Pfizer
97,5,0.612827,0.000311251,0.00439879,67.0508,1ug Pfizer
98,5,0.605035,0.000491444,0.0124053,65.9505,1ug Pfizer
99,5,0.666193,0.000138033,0.0050257,67.0181,1ug Pfizer
100,5,0.609302,0.000188141,0.010681,67.0177,1ug Pfizer
1,6,0.484689,0.000110791,0.00778448,66.7909,0.5ug Pfizer
2,6,0.497682,9.76808e-05,0.00790779,66.237,0.5ug Pfizer
3,6,0.504044,0.00023836,0.00637473,67.5905,0.5ug Pfizer
4,6,0.546614,0.00020047,0.00636663,66.9774,0.5ug Pfizer
5,6,0.574469,0.000387569,0.0101272,67.2674,0.5ug Pfizer
6,6,0.533015,8.6396e-05,0.00712521,66.6833,0.5ug Pfizer
7,6,0.491631,0.000139192,0.00566508,66.387,0.5ug Pfizer
8,6,0.486107,0.000198085,0.0127416,67.2934,0.5ug Pfizer
9,6,0.533647,0.000413156,0.0104552,66.438,0.5ug Pfizer
10,6,0.511738,0.000128304,0.00513973,67.555,0.5ug Pfizer
11,6,0.479422,0.000690927,0.00743261,66.7634,0.5ug Pfizer
12,6,0.508523,0.000178967,0.00694556,67.3356,0.5ug Pfizer
13,6,0.592724,0.000126599,0.00514093,67.5434,0.5ug Pfizer
14,6,0.546701,0.000263469,0.0104968,66.3254,0.5ug Pfizer
15,6,0.495319,0.000234349,0.00658115,66.4458,0.5ug Pfizer
16,6,0.539554,0.000291238,0.00649059,66.8204,0.5ug Pfizer
17,6,0.507688,0.000381507,0.00941655,66.9504,0.5ug Pfizer
18,6,0.563006,0.000248344,0.0076218,67.8818,0.5ug Pfizer
19,6,0.466358,0.000281947,0.00620417,67.3452,0.5ug Pfizer
20,6,0.578437,8.10155e-05,0.00439788,67.1455,0.5ug Pfizer
21,6,0.494967,0.000392914,0.0150328,67.3793,0.5ug Pfizer
22,6,0.564852,0.000192253,0.00699847,66.3422,0.5ug Pfizer
23,6,0.545304,0.000240168,0.00806079,67.2962,0.5ug Pfizer
24,6,0.515166,0.000175004,0.0154504,66.0473,0.5ug Pfizer
25,6,0.528824,0.00012758,0.0106299,67.4873,0.5ug Pfizer
26,6,0.53075,8.30798e-05,0.00857096,67.5585,0.5ug Pfizer
27,6,0.610992,0.00084777,0.00536122,66.714,0.5ug Pfizer
28,6,0.552493,0.000275265,0.00960489,67.5116,0.5ug Pfizer
29,6,0.552404,0.000336275,0.00828129,66.8654,0.5ug Pfizer
30,6,0.586608,0.000135088,0.00391579,66.5893,0.5ug Pfizer
31,6,0.547838,0.000154867,0.00569282,66.8805,0.5ug Pfizer
32,6,0.57526,0.00036565,0.00346675,67.2486,0.5ug Pfizer
33,6,0.531691,0.000241045,0.00581405,67.0394,0.5ug Pfizer
34,6,0.553831,0.000261961,0.00473721,67.2754,0.5ug Pfizer
35,6,0.570084,0.000361793,0.00601067,66.8185,0.5ug Pfizer
36,6,0.522493,0.000151928,0.00537564,66.2851,0.5ug Pfizer
37,6,0.563634,0.000361793,0.00601067,66.8185,0.5ug Pfizer
38,6,0.546328,0.000190869,0.00614892,66.1784,0.5ug Pfizer
39,6,0.574681,0.000361793,0.00525565,66.36,0.5ug Pfizer
40,6,0.495555,0.000290868,0.00951331,66.9026,0.5ug Pfizer
41,6,0.51392,0.000631819,0.00996089,67.7022,0.5ug Pfizer
42,6,0.472042,0.000192695,0.00922217,67.546,0.5ug Pfizer
43,6,0.467983,0.000206502,0.010744,67.4166,0.5ug Pfizer
44,6,0.555181,0.000479198,0.00552552,67.2043,0.5ug Pfizer
45,6,0.54261,0.000662544,0.00707083,67.3368,0.5ug Pfizer
46,6,0.488506,0.000198095,0.0104584,67.0691,0.5ug Pfizer
47,6,0.572274,0.000254933,0.00898122,66.8204,0.5ug Pfizer
48,6,0.560004,0.000230844,0.00936861,67.4472,0.5ug Pfizer
49,6,0.535894,0.000467647,0.00638764,66.7624,0.5ug Pfizer
50,6,0.511976,0.000913667,0.00603664,67.6519,0.5ug Pfizer
51,6,0.561187,0.000233042,0.00562099,66.747,0.5ug Pfizer
52,6,0.522099,0.000495292,0.00651407,67.6566,0.5ug Pfizer
53,6,0.535965,0.000400267,0.00556542,66.3729,0.5ug Pfizer
54,6,0.503246,0.000249585,0.0155617,67.2001,0.5ug Pfizer
55,6,0.557912,0.00017741,0.00618095,66.7417,0.5ug Pfizer
56,6,0.50959,0.000312318,0.00755002,68.0179,0.5ug Pfizer
57,6,0.461852,0.000205971,0.00618095,66.7417,0.5ug Pfizer
58,6,0.53892,0.000704485,0.00845718,67.933,0.5ug Pfizer
59,6,0.51136,0.00015825,0.0137578,66.8161,0.5ug Pfizer
60,6,0.548238,0.000182167,0.00988869,66.9079,0.5ug Pfizer
61,6,0.548297,0.000425699,0.00494842,66.6451,0.5ug Pfizer
62,6,0.548238,0.000481554,0.00988869,67.009,0.5ug Pfizer
63,6,0.496005,0.000327948,0.00564397,67.2655,0.5ug Pfizer
64,6,0.521319,0.000175727,0.00566969,67.0701,0.5ug Pfizer
65,6,0.535088,0.000618877,0.0104689,67.1359,0.5ug Pfizer
66,6,0.586413,0.000113204,0.0068571,67.2412,0.5ug Pfizer
67,6,0.503389,0.000684502,0.0065878,66.6631,0.5ug Pfizer
68,6,0.519301,0.000431711,0.00542617,67.4012,0.5ug Pfizer
69,6,0.527239,0.000201387,0.0102,66.4699,0.5ug Pfizer
70,6,0.553852,0.00023018,0.00580379,66.8857,0.5ug Pfizer
71,6,0.533145,0.0001961,0.0106695,67.7873,0.5ug Pfizer
72,6,0.535107,0.00102019,0.00836132,66.3529,0.5ug Pfizer
73,6,0.488558,0.000325181,0.0108983,66.5515,0.5ug Pfizer
74,6,0.568951,0.000365995,0.00392298,66.8978,0.5ug Pfizer
75,6,0.53396,0.000949625,0.00621622,66.7202,0.5ug Pfizer
76,6,0.497363,0.000496393,0.00711926,67.2682,0.5ug Pfizer
77,6,0.493046,0.00144957,0.00690488,66.6044,0.5ug Pfizer
78,6,0.514056,0.000270421,0.00869506,67.0022,0.5ug Pfizer
79,6,0.506401,0.000226008,0.0088306,67.1885,0.5ug Pfizer
80,6,0.567196,0.000448299,0.00409087,67.1407,0.5ug Pfizer
81,6,0.594432,0.000571321,0.00704469,66.7204,0.5ug Pfizer
82,6,0.536928,0.000490685,0.00996428,66.9748,0.5ug Pfizer
83,6,0.530299,0.000174967,0.00908678,67.2228,0.5ug Pfizer
84,6,0.477657,0.00029384,0.0122846,67.1248,0.5ug Pfizer
85,6,0.534974,0.000333364,0.0110141,67.4137,0.5ug Pfizer
86,6,0.527703,7.91769e-05,0.00657644,66.8284,0.5ug Pfizer
87,6,0.517694,0.000185822,0.00832553,66.9099,0.5ug Pfizer
88,6,0.513344,0.000203002,0.00756906,67.1179,0.5ug Pfizer
89,6,0.424016,0.000353632,0.00593133,67.465,0.5ug Pfizer
90,6,0.506909,0.000845735,0.0100188,67.1556,0.5ug Pfizer
91,6,0.532849,0.000489943,0.00939228,66.6057,0.5ug Pfizer
92,6,0.482495,0.000437478,0.0121578,67.2809,0.5ug Pfizer
93,6,0.557303,0.000345814,0.0066233,66.1912,0.5ug Pfizer
94,6,0.557055,0.000101098,0.00703202,66.3837,0.5ug Pfizer
95,6,0.477303,0.00013167,0.0130518,66.3679,0.5ug Pfizer
96,6,0.545989,6.97258e-05,0.0098094,66.932,0.5ug Pfizer
97,6,0.521349,4.42103e-05,0.0105734,67.4093,0.5ug Pfizer
98,6,0.495628,0.000186489,0.010097,66.7378,0.5ug Pfizer
99,6,0.535639,0.000231816,0.0152579,66.6099,0.5ug Pfizer
100,6,0.541257,0.000188031,0.00671017,67.0421,0.5ug Pfizer
1,7,0.568706,0.000105646,0.00543405,67.0185,0.5ug Pfizer
2,7,0.461545,0.000217188,0.0114657,66.8683,0.5ug Pfizer
3,7,0.53563,7.1031e-05,0.00920985,67.9043,0.5ug Pfizer
4,7,0.476298,6.85494e-05,0.0107301,67.2314,0.5ug Pfizer
5,7,0.557817,0.000315784,0.00603922,66.7892,0.5ug Pfizer
6,7,0.502029,0.000176333,0.0174807,66.4449,0.5ug Pfizer
7,7,0.573913,5.35854e-05,0.00721359,67.0562,0.5ug Pfizer
8,7,0.522756,0.000139215,0.00630132,67.6161,0.5ug Pfizer
9,7,0.491571,0.000504458,0.0132295,66.3375,0.5ug Pfizer
10,7,0.4891,7.55126e-05,0.00678229,66.8704,0.5ug Pfizer
11,7,0.513461,0.000155979,0.00694747,66.7322,0.5ug Pfizer
12,7,0.547106,0.000267969,0.00648837,67.0818,0.5ug Pfizer
13,7,0.575122,6.90363e-05,0.00481013,67.1732,0.5ug Pfizer
14,7,0.480623,0.0001699,0.0113803,67.3802,0.5ug Pfizer
15,7,0.511641,0.000122186,0.0162723,67.4595,0.5ug Pfizer
16,7,0.479511,0.000285428,0.00572736,67.0042,0.5ug Pfizer
17,7,0.521416,0.000666276,0.0109679,67.466,0.5ug Pfizer
18,7,0.520464,0.000258366,0.00750291,67.0117,0.5ug Pfizer
19,7,0.520098,3.96314e-05,0.00440159,67.1753,0.5ug Pfizer
20,7,0.482735,0.000151372,0.0075741,66.9193,0.5ug Pfizer
21,7,0.477353,0.00018158,0.00643423,67.5053,0.5ug Pfizer
22,7,0.567808,0.000127603,0.00592032,66.4955,0.5ug Pfizer
23,7,0.513825,0.000441042,0.0109705,66.5935,0.5ug Pfizer
24,7,0.550632,0.000109677,0.00540754,66.035,0.5ug Pfizer
25,7,0.505404,0.000440869,0.00563263,66.2693,0.5ug Pfizer
26,7,0.523495,5.40561e-05,0.00870545,66.9799,0.5ug Pfizer
27,7,0.550911,0.000503855,0.010766,67.5221,0.5ug Pfizer
28,7,0.522831,0.000176257,0.00503314,66.2348,0.5ug Pfizer
29,7,0.544526,8.63396e-05,0.0090056,67.264,0.5ug Pfizer
30,7,0.506133,0.000130517,0.00883697,66.9111,0.5ug Pfizer
31,7,0.573095,0.000165176,0.00453255,67.2716,0.5ug Pfizer
32,7,0.578916,0.000395749,0.00599564,65.9542,0.5ug Pfizer
33,7,0.533966,0.000338551,0.00533459,67.1968,0.5ug Pfizer
34,7,0.511642,8.12635e-05,0.00531765,68.5112,0.5ug Pfizer
35,7,0.539015,0.000236259,0.00883382,67.1622,0.5ug Pfizer
36,7,0.533963,0.000271906,0.00760076,67.0983,0.5ug Pfizer
37,7,0.539769,0.000109745,0.00426106,67.0704,0.5ug Pfizer
38,7,0.565796,2.28375e-05,0.0052731,67.0492,0.5ug Pfizer
39,7,0.477599,0.000191975,0.00741271,67.6913,0.5ug Pfizer
40,7,0.508818,0.00054296,0.00648481,67.2997,0.5ug Pfizer
41,7,0.504262,0.000103954,0.0121368,67.3475,0.5ug Pfizer
42,7,0.61825,6.61134e-05,0.00249756,67.9023,0.5ug Pfizer
43,7,0.485981,3.4284e-05,0.0100065,67.1779,0.5ug Pfizer
44,7,0.46112,0.000117886,0.00681478,66.6665,0.5ug Pfizer
45,7,0.516878,0.000167182,0.00763667,67.7024,0.5ug Pfizer
46,7,0.53327,0.000476279,0.0100225,66.6578,0.5ug Pfizer
47,7,0.474458,0.000165854,0.0145631,67.2036,0.5ug Pfizer
48,7,0.50601,0.000337855,0.0056583,66.3733,0.5ug Pfizer
49,7,0.546095,0.000222887,0.0098364,67.5433,0.5ug Pfizer
50,7,0.50601,0.00043253,0.0112532,66.3733,0.5ug Pfizer
51,7,0.528814,0.000110148,0.00580549,66.8507,0.5ug Pfizer
52,7,0.544749,0.000461175,0.00761329,67.6626,0.5ug Pfizer
53,7,0.560142,0.000252108,0.00340294,67.0021,0.5ug Pfizer
54,7,0.508923,0.000142671,0.00388603,66.9772,0.5ug Pfizer
55,7,0.54756,0.000207601,0.00509958,67.317,0.5ug Pfizer
56,7,0.533087,0.00010778,0.00905295,66.6133,0.5ug Pfizer
57,7,0.528306,0.000260357,0.00522163,66.4496,0.5ug Pfizer
58,7,0.541838,5.4092e-05,0.0071054,66.9554,0.5ug Pfizer
59,7,0.564716,0.000258229,0.00680307,66.9802,0.5ug Pfizer
60,7,0.510268,0.000107785,0.00597655,68.0131,0.5ug Pfizer
61,7,0.552372,7.9286e-05,0.00978143,67.2732,0.5ug Pfizer
62,7,0.537323,3.06024e-05,0.00577928,67.2008,0.5ug Pfizer
63,7,0.450515,0.000190196,0.00623028,66.8555,0.5ug Pfizer
64,7,0.475205,0.000493673,0.011606,67.0552,0.5ug Pfizer
65,7,0.501309,0.000354134,0.00696548,68.2535,0.5ug Pfizer
66,7,0.454079,7.58653e-05,0.00964378,67.4815,0.5ug Pfizer
67,7,0.498475,0.00024577,0.0138777,66.9636,0.5ug Pfizer
68,7,0.489102,0.00127597,0.0070712,66.8367,0.5ug Pfizer
69,7,0.507376,0.000344882,0.0108314,67.3137,0.5ug Pfizer
70,7,0.531803,0.000145496,0.00737152,67.8824,0.5ug Pfizer
71,7,0.516842,0.000287108,0.00935156,66.8655,0.5ug Pfizer
72,7,0.538462,5.50528e-05,0.00664589,67.1282,0.5ug Pfizer
73,7,0.5065,0.000244336,0.00577431,66.6565,0.5ug Pfizer
74,7,0.541124,0.000127227,0.00412334,67.1536,0.5ug Pfizer
75,7,0.525629,0.000227338,0.0114944,67.3674,0.5ug Pfizer
76,7,0.526305,0.000380433,0.00682675,66.8696,0.5ug Pfizer
77,7,0.452621,6.65161e-05,0.0100182,67.2034,0.5ug Pfizer
78,7,0.521693,0.000154825,0.00554704,66.5359,0.5ug Pfizer
79,7,0.547517,0.000427684,0.00662601,67.2683,0.5ug Pfizer
80,7,0.492097,0.000508834,0.00832666,67.1641,0.5ug Pfizer
81,7,0.475053,7.71086e-05,0.00757922,67.8276,0.5ug Pfizer
82,7,0.503497,8.24361e-05,0.00807502,66.1743,0.5ug Pfizer
83,7,0.514635,0.000113355,0.00686682,66.9945,0.5ug Pfizer
84,7,0.487931,0.000152406,0.00711468,66.8326,0.5ug Pfizer
85,7,0.521944,0.000393034,0.00512589,67.1833,0.5ug Pfizer
86,7,0.455771,0.000346887,0.00964946,67.0901,0.5ug Pfizer
87,7,0.550674,9.40543e-05,0.00758789,66.9396,0.5ug Pfizer
88,7,0.445712,3.01493e-05,0.00887643,68.451,0.5ug Pfizer
89,7,0.492031,4.27035e-05,0.0137602,67.3734,0.5ug Pfizer
90,7,0.511863,0.000402328,0.00602547,67.2061,0.5ug Pfizer
91,7,0.509703,7.22905e-05,0.00802184,66.797,0.5ug Pfizer
92,7,0.52448,0.000311211,0.00491154,67.2039,0.5ug Pfizer
93,7,0.534093,0.000124061,0.00838009,67.818,0.5ug Pfizer
94,7,0.561682,0.000617061,0.0105546,67.1482,0.5ug Pfizer
95,7,0.573718,0.000174881,0.00491673,66.4082,0.5ug Pfizer
96,7,0.526067,0.000157508,0.0140019,67.0975,0.5ug Pfizer
97,7,0.4959,6.80504e-05,0.00390206,67.3311,0.5ug Pfizer
98,7,0.474619,0.00019268,0.00930485,67.287,0.5ug Pfizer
99,7,0.486625,0.000243287,0.0065341,67.5722,0.5ug Pfizer
100,7,0.515149,0.000450357,0.0151896,67.8526,0.5ug Pfizer
1,8,0.545568,7.86451e-05,0.00486508,66.8355,0.5ug Pfizer
2,8,0.499497,0.000158768,0.00839153,67.1836,0.5ug Pfizer
3,8,0.598209,8.22635e-05,0.00431453,68.0446,0.5ug Pfizer
4,8,0.458318,0.000317092,0.0059687,66.4032,0.5ug Pfizer
5,8,0.587135,8.80388e-05,0.00391213,67.8157,0.5ug Pfizer
6,8,0.514657,0.000214865,0.00483022,67.7676,0.5ug Pfizer
7,8,0.463237,0.000273471,0.0170315,67.2516,0.5ug Pfizer
8,8,0.51215,0.000358684,0.00936225,67.2982,0.5ug Pfizer
9,8,0.452698,0.000534673,0.00853538,66.7684,0.5ug Pfizer
10,8,0.461586,0.000104066,0.00610157,67.6927,0.5ug Pfizer
11,8,0.540076,0.000187895,0.00491864,67.9459,0.5ug Pfizer
12,8,0.50397,0.000246119,0.00493479,67.6532,0.5ug Pfizer
13,8,0.417028,0.000160106,0.00924665,67.4435,0.5ug Pfizer
14,8,0.561929,0.000130101,0.00478561,67.6532,0.5ug Pfizer
15,8,0.504877,0.000411937,0.00441351,66.3085,0.5ug Pfizer
16,8,0.487643,0.000464114,0.00893415,67.3648,0.5ug Pfizer
17,8,0.481974,3.58291e-05,0.0119341,67.1986,0.5ug Pfizer
18,8,0.505932,0.000130691,0.00646648,68.33,0.5ug Pfizer
19,8,0.462452,0.000257299,0.0063762,66.8729,0.5ug Pfizer
20,8,0.514455,0.000167761,0.00632325,67.146,0.5ug Pfizer
21,8,0.56332,0.000232475,0.00834995,66.9133,0.5ug Pfizer
22,8,0.50047,0.000110594,0.0071948,66.929,0.5ug Pfizer
23,8,0.514456,1.26661e-05,0.00848916,66.5137,0.5ug Pfizer
24,8,0.553995,0.000157395,0.00339832,67.5559,0.5ug Pfizer
25,8,0.505716,9.83108e-05,0.00508729,66.8526,0.5ug Pfizer
26,8,0.553995,0.000186155,0.00742625,66.5264,0.5ug Pfizer
27,8,0.524358,4.05468e-05,0.0100148,67.7288,0.5ug Pfizer
28,8,0.490099,7.49661e-05,0.00665792,66.7081,0.5ug Pfizer
29,8,0.478713,0.000106392,0.0128736,67.1851,0.5ug Pfizer
30,8,0.426109,0.000989515,0.00731512,67.6434,0.5ug Pfizer
31,8,0.496981,8.74264e-05,0.00406969,67.3716,0.5ug Pfizer
32,8,0.472257,5.83808e-05,0.0100495,67.6721,0.5ug Pfizer
33,8,0.477793,0.000247713,0.00895614,67.2805,0.5ug Pfizer
34,8,0.467814,0.000242938,0.006131,67.1476,0.5ug Pfizer
35,8,0.561682,0.000381335,0.00534466,67.0532,0.5ug Pfizer
36,8,0.517003,8.00659e-05,0.00482595,65.9833,0.5ug Pfizer
37,8,0.468755,0.000273787,0.00464798,67.1494,0.5ug Pfizer
38,8,0.438008,0.000104089,0.00506397,67.1444,0.5ug Pfizer
39,8,0.561084,0.000242419,0.00389984,67.6542,0.5ug Pfizer
40,8,0.497876,0.000159727,0.00645907,66.9797,0.5ug Pfizer
41,8,0.551205,0.000298156,0.00584711,67.1899,0.5ug Pfizer
42,8,0.464824,0.000141925,0.00664302,67.7528,0.5ug Pfizer
43,8,0.546821,0.000101798,0.00539202,67.1922,0.5ug Pfizer
44,8,0.469848,0.000201061,0.00976424,67.3153,0.5ug Pfizer
45,8,0.49343,0.000312201,0.00360929,68.8006,0.5ug Pfizer
46,8,0.580222,0.000391494,0.00342846,68.4056,0.5ug Pfizer
47,8,0.472151,0.000164815,0.00599563,68.1888,0.5ug Pfizer
48,8,0.479569,0.000449949,0.00886547,66.8826,0.5ug Pfizer
49,8,0.476496,0.00035949,0.00514948,67.3033,0.5ug Pfizer
50,8,0.477266,0.000112131,0.00845045,67.8707,0.5ug Pfizer
51,8,0.540264,0.000109586,0.00407008,66.1298,0.5ug Pfizer
52,8,0.481836,0.000154935,0.00500612,67.0645,0.5ug Pfizer
53,8,0.480639,0.000377444,0.00867993,67.6623,0.5ug Pfizer
54,8,0.510181,0.000472499,0.00632618,68.363,0.5ug Pfizer
55,8,0.500245,0.000364234,0.00475848,67.2833,0.5ug Pfizer
56,8,0.531192,0.000199004,0.00830245,68.187,0.5ug Pfizer
57,8,0.449986,0.000205288,0.00570288,66.9845,0.5ug Pfizer
58,8,0.538496,0.000256474,0.00935929,66.5738,0.5ug Pfizer
59,8,0.513661,0.000118545,0.0045921,67.4004,0.5ug Pfizer
60,8,0.48101,0.000310022,0.00906198,66.5604,0.5ug Pfizer
61,8,0.569936,0.000646847,0.00360081,67.3741,0.5ug Pfizer
62,8,0.484487,9.33738e-05,0.0126071,67.5441,0.5ug Pfizer
63,8,0.513195,7.78987e-05,0.00540791,66.1309,0.5ug Pfizer
64,8,0.479371,0.000444965,0.00485665,66.584,0.5ug Pfizer
65,8,0.525911,0.000119673,0.00692324,68.4767,0.5ug Pfizer
66,8,0.479496,0.000170236,0.00997562,67.592,0.5ug Pfizer
67,8,0.484259,0.00027521,0.0125871,66.9899,0.5ug Pfizer
68,8,0.480475,0.000187344,0.00538616,67.1986,0.5ug Pfizer
69,8,0.454495,0.000111593,0.00311538,66.8307,0.5ug Pfizer
