rep,id,k1,k2,A0,peak,Vaccine_Group
47,12,0.398081,0.00248057,0.00368058,66.3627,0.2ug Pfizer
48,12,0.358175,0.00417648,0.00610274,66.0325,0.2ug Pfizer
49,12,0.398081,0.0033237,0.00368058,66.578,0.2ug Pfizer
50,12,0.372274,0.00339263,0.00669019,67.3051,0.2ug Pfizer
51,12,0.361992,0.0033237,0.00504889,67.2142,0.2ug Pfizer
52,12,0.363932,0.00400322,0.00423858,66.2034,0.2ug Pfizer
53,12,0.361992,0.0028189,0.00791508,66.5627,0.2ug Pfizer
54,12,0.363932,0.00400322,0.00655436,68.0691,0.2ug Pfizer
55,12,0.361992,0.00358657,0.00791508,66.5627,0.2ug Pfizer
56,12,0.344141,0.00296693,0.0102091,68.0462,0.2ug Pfizer
57,12,0.353896,0.00297324,0.00980694,67.7111,0.2ug Pfizer
58,12,0.343156,0.00357065,0.0102091,67.7917,0.2ug Pfizer
59,12,0.367449,0.00466796,0.00476937,65.8502,0.2ug Pfizer
60,12,0.347231,0.0057574,0.0133833,67.079,0.2ug Pfizer
61,12,0.400133,0.00343253,0.00466795,67.8281,0.2ug Pfizer
62,12,0.347231,0.00357416,0.0104634,67.079,0.2ug Pfizer
63,12,0.400133,0.00343253,0.0052707,67.4796,0.2ug Pfizer
64,12,0.382252,0.00389424,0.00643239,67.389,0.2ug Pfizer
65,12,0.388968,0.0041814,0.00697491,67.1212,0.2ug Pfizer
66,12,0.370962,0.00386895,0.00599961,67.8441,0.2ug Pfizer
67,12,0.385724,0.00377538,0.00861642,66.2357,0.2ug Pfizer
68,12,0.397125,0.00287637,0.00443927,67.2525,0.2ug Pfizer
69,12,0.385724,0.00513914,0.00398176,67.9668,0.2ug Pfizer
70,12,0.391745,0.00286761,0.00370362,67.2525,0.2ug Pfizer
71,12,0.386395,0.00469635,0.00412835,66.4777,0.2ug Pfizer
72,12,0.393867,0.00368455,0.00659565,67.0116,0.2ug Pfizer
73,12,0.398928,0.00338385,0.00412835,66.4777,0.2ug Pfizer
74,12,0.396415,0.0025022,0.00638571,66.785,0.2ug Pfizer
75,12,0.414613,0.00338385,0.00344801,66.4777,0.2ug Pfizer
76,12,0.361944,0.00282731,0.00756041,67.547,0.2ug Pfizer
77,12,0.397871,0.00339106,0.00369169,66.2011,0.2ug Pfizer
78,12,0.361944,0.00282731,0.00756041,67.5544,0.2ug Pfizer
79,12,0.418739,0.00507524,0.00467143,68.0931,0.2ug Pfizer
80,12,0.380854,0.00415395,0.00482354,67.0604,0.2ug Pfizer
81,12,0.36461,0.00351032,0.00833978,67.0068,0.2ug Pfizer
82,12,0.378853,0.00359696,0.00482354,67.5962,0.2ug Pfizer
83,12,0.370711,0.00245264,0.00621255,67.4007,0.2ug Pfizer
84,12,0.3709,0.00352423,0.00567372,67.5843,0.2ug Pfizer
85,12,0.368357,0.0030184,0.0105241,66.9358,0.2ug Pfizer
86,12,0.387496,0.00320654,0.00392376,67.1024,0.2ug Pfizer
87,12,0.368357,0.0035063,0.0105241,68.2568,0.2ug Pfizer
88,12,0.399162,0.00365933,0.00495459,67.4888,0.2ug Pfizer
89,12,0.384557,0.0041247,0.00667822,67.1691,0.2ug Pfizer
90,12,0.407806,0.00284594,0.0039906,65.9622,0.2ug Pfizer
91,12,0.436452,0.00499091,0.00667822,67.1691,0.2ug Pfizer
92,12,0.407806,0.00284594,0.0039906,65.7205,0.2ug Pfizer
93,12,0.408963,0.00342886,0.00667822,67.1691,0.2ug Pfizer
94,12,0.385755,0.00284594,0.0113226,66.8375,0.2ug Pfizer
95,12,0.401864,0.00423162,0.00613329,67.0985,0.2ug Pfizer
96,12,0.372007,0.00284594,0.0121598,66.8375,0.2ug Pfizer
97,12,0.402573,0.00423162,0.00316774,67.0985,0.2ug Pfizer
98,12,0.343206,0.00311191,0.0154455,66.3321,0.2ug Pfizer
99,12,0.402573,0.00354636,0.00316774,67.2309,0.2ug Pfizer
100,12,0.381697,0.00264767,0.00317564,67.0232,0.2ug Pfizer
1,13,0.50214,0.00120982,0.0109702,66.7927,0.2ug Pfizer
2,13,0.435028,0.00106453,0.00824242,67.4892,0.2ug Pfizer
3,13,0.475525,0.00116213,0.00597055,67.3967,0.2ug Pfizer
4,13,0.445875,0.00107361,0.00604133,67.2576,0.2ug Pfizer
5,13,0.479647,0.00113085,0.00855936,67.3296,0.2ug Pfizer
6,13,0.422519,0.00124052,0.0105606,67.3857,0.2ug Pfizer
7,13,0.488418,0.000745677,0.00706776,67.2949,0.2ug Pfizer
8,13,0.470429,0.00102874,0.00383946,66.2541,0.2ug Pfizer
9,13,0.446154,0.00201979,0.00706776,67.3639,0.2ug Pfizer
10,13,0.491399,0.00119755,0.00684453,67.9278,0.2ug Pfizer
11,13,0.446163,0.0009187,0.00387983,68.5168,0.2ug Pfizer
12,13,0.447887,0.000809,0.00751484,66.6587,0.2ug Pfizer
13,13,0.408593,0.000895327,0.006693,67.5149,0.2ug Pfizer
14,13,0.440052,0.00106778,0.00637364,66.9675,0.2ug Pfizer
15,13,0.509849,0.00212219,0.00583927,67.795,0.2ug Pfizer
16,13,0.416968,0.00123785,0.00861193,68.07,0.2ug Pfizer
17,13,0.495559,0.00206339,0.00633665,66.7386,0.2ug Pfizer
18,13,0.451662,0.00114336,0.00903357,67.6282,0.2ug Pfizer
19,13,0.495559,0.000771628,0.00479418,67.127,0.2ug Pfizer
20,13,0.453656,0.00199742,0.00641594,67.3328,0.2ug Pfizer
21,13,0.456766,0.0016672,0.0142719,66.6674,0.2ug Pfizer
22,13,0.415927,0.00120026,0.00593134,67.6032,0.2ug Pfizer
23,13,0.414531,0.00113126,0.0104573,67.608,0.2ug Pfizer
24,13,0.474147,0.00169115,0.006774,67.0537,0.2ug Pfizer
25,13,0.429203,0.00172867,0.00906891,66.334,0.2ug Pfizer
26,13,0.474404,0.00123712,0.006774,68.0028,0.2ug Pfizer
27,13,0.469901,0.000746719,0.00774744,66.7633,0.2ug Pfizer
28,13,0.412748,0.001588,0.00712117,67.7626,0.2ug Pfizer
29,13,0.474902,0.00155743,0.0125866,67.6578,0.2ug Pfizer
30,13,0.412748,0.00148191,0.00834103,66.7398,0.2ug Pfizer
31,13,0.490382,0.00141626,0.0056918,67.1266,0.2ug Pfizer
32,13,0.417652,0.00148191,0.00834103,67.2726,0.2ug Pfizer
33,13,0.438531,0.000324751,0.00485535,67.5032,0.2ug Pfizer
34,13,0.512071,0.00217566,0.00398862,66.8209,0.2ug Pfizer
35,13,0.41776,0.0016186,0.00528574,66.8018,0.2ug Pfizer
36,13,0.479035,0.00147363,0.00755944,67.4419,0.2ug Pfizer
37,13,0.448613,0.00240358,0.00378447,67.6408,0.2ug Pfizer
38,13,0.505616,0.00102928,0.00691114,67.1427,0.2ug Pfizer
39,13,0.487109,0.00173659,0.00864917,67.3112,0.2ug Pfizer
40,13,0.394224,0.0011281,0.00843718,66.632,0.2ug Pfizer
41,13,0.492569,0.000471251,0.00797006,67.3201,0.2ug Pfizer
42,13,0.461918,0.000421086,0.00517978,66.5575,0.2ug Pfizer
43,13,0.448806,0.00030887,0.00789761,67.0864,0.2ug Pfizer
44,13,0.471258,0.000781726,0.0106607,66.6709,0.2ug Pfizer
45,13,0.460674,0.00182912,0.00468761,67.5774,0.2ug Pfizer
46,13,0.466068,0.00140793,0.00475925,66.8564,0.2ug Pfizer
47,13,0.462658,0.00254597,0.00724432,67.3207,0.2ug Pfizer
48,13,0.445389,0.00193443,0.00914691,67.657,0.2ug Pfizer
49,13,0.497511,0.0010521,0.00488447,67.3879,0.2ug Pfizer
50,13,0.471422,0.00134993,0.00472582,68.2255,0.2ug Pfizer
51,13,0.465718,0.00139327,0.00636733,67.6213,0.2ug Pfizer
52,13,0.42245,0.000870013,0.0147539,66.4815,0.2ug Pfizer
53,13,0.439619,0.00151089,0.00541286,67.3608,0.2ug Pfizer
54,13,0.487724,0.000929606,0.00848075,67.0006,0.2ug Pfizer
55,13,0.421783,0.000494457,0.00586306,67.2602,0.2ug Pfizer
56,13,0.498101,0.00166691,0.00495171,67.0677,0.2ug Pfizer
57,13,0.461793,0.00185703,0.00447931,67.9056,0.2ug Pfizer
58,13,0.500282,0.00166691,0.00792759,67.0147,0.2ug Pfizer
59,13,0.475105,0.00141834,0.00614087,66.793,0.2ug Pfizer
60,13,0.426453,0.00157652,0.00855768,67.0118,0.2ug Pfizer
61,13,0.450769,0.00139042,0.00610047,67.2116,0.2ug Pfizer
62,13,0.439594,0.00100272,0.00309087,66.7069,0.2ug Pfizer
63,13,0.431357,0.00143264,0.00667964,67.4123,0.2ug Pfizer
64,13,0.453998,0.00109686,0.00884829,67.2723,0.2ug Pfizer
65,13,0.478197,0.00318982,0.00334521,67.7859,0.2ug Pfizer
66,13,0.430676,0.00135485,0.00751137,67.2043,0.2ug Pfizer
67,13,0.437384,0.00135951,0.0124542,66.6666,0.2ug Pfizer
68,13,0.430676,0.00220741,0.00510664,67.3256,0.2ug Pfizer
69,13,0.485745,0.00144612,0.00405389,67.5943,0.2ug Pfizer
70,13,0.529433,0.00148018,0.00308596,67.3084,0.2ug Pfizer
71,13,0.426537,0.00192242,0.0128728,66.9841,0.2ug Pfizer
72,13,0.426399,0.00180618,0.00956672,66.4819,0.2ug Pfizer
73,13,0.484754,0.00244109,0.00326781,67.5747,0.2ug Pfizer
74,13,0.466418,0.00149921,0.0053582,67.8508,0.2ug Pfizer
75,13,0.453787,0.000881173,0.00904726,66.6234,0.2ug Pfizer
76,13,0.479509,0.00149921,0.0082984,66.526,0.2ug Pfizer
77,13,0.436178,0.000562028,0.0074536,66.8879,0.2ug Pfizer
78,13,0.489187,0.000706648,0.00523174,66.4035,0.2ug Pfizer
79,13,0.431055,0.00173326,0.00856432,67.702,0.2ug Pfizer
80,13,0.489187,0.00139011,0.00523174,66.4035,0.2ug Pfizer
81,13,0.432756,0.000846686,0.00448311,67.489,0.2ug Pfizer
82,13,0.481332,0.00145649,0.00523174,67.7871,0.2ug Pfizer
83,13,0.435921,0.000669626,0.00470318,68.7719,0.2ug Pfizer
84,13,0.414435,0.00109826,0.0128519,67.6149,0.2ug Pfizer
85,13,0.452608,0.00184244,0.00798781,67.3438,0.2ug Pfizer
86,13,0.481163,0.00089403,0.00593259,66.8056,0.2ug Pfizer
87,13,0.492595,0.000866559,0.0109887,68.4983,0.2ug Pfizer
88,13,0.462573,0.00120958,0.00661123,67.2886,0.2ug Pfizer
89,13,0.421318,0.00152335,0.0114841,66.6375,0.2ug Pfizer
90,13,0.503372,0.00115891,0.00563402,66.7342,0.2ug Pfizer
91,13,0.403452,0.00111409,0.0148627,67.0052,0.2ug Pfizer
92,13,0.484237,0.00136618,0.00798645,67.0252,0.2ug Pfizer
93,13,0.425442,0.00216637,0.00803286,67.6855,0.2ug Pfizer
94,13,0.484237,0.000563626,0.00789315,67.0252,0.2ug Pfizer
95,13,0.418972,0.0013611,0.00897797,66.8984,0.2ug Pfizer
96,13,0.439102,0.0017739,0.0110878,67.2358,0.2ug Pfizer
97,13,0.426091,0.00125501,0.0071145,66.5867,0.2ug Pfizer
98,13,0.431348,0.00086125,0.00633657,67.098,0.2ug Pfizer
99,13,0.408909,0.00172017,0.00741425,66.847,0.2ug Pfizer
100,13,0.435587,0.000880748,0.0100086,67.5769,0.2ug Pfizer
1,14,0.481736,0.00151894,0.00732891,67.3269,0.2ug Pfizer
2,14,0.436668,0.000947884,0.00492997,66.8914,0.2ug Pfizer
3,14,0.461548,0.00141144,0.00578485,66.6103,0.2ug Pfizer
4,14,0.415913,0.00202171,0.00939707,67.0241,0.2ug Pfizer
5,14,0.453494,0.00300931,0.00878224,66.5849,0.2ug Pfizer
6,14,0.42359,0.00175874,0.00511881,66.9198,0.2ug Pfizer
7,14,0.50701,0.00291854,0.00615324,67.3219,0.2ug Pfizer
8,14,0.467057,0.00176,0.00494066,66.7277,0.2ug Pfizer
9,14,0.41591,0.00370862,0.0124192,67.654,0.2ug Pfizer
10,14,0.465144,0.00270994,0.0107443,67.6838,0.2ug Pfizer
11,14,0.443591,0.00244755,0.0043257,67.5825,0.2ug Pfizer
12,14,0.455002,0.00297166,0.00795018,66.747,0.2ug Pfizer
13,14,0.41509,0.00133474,0.00588913,67.1375,0.2ug Pfizer
14,14,0.41808,0.0029611,0.00896489,66.8677,0.2ug Pfizer
15,14,0.496335,0.00159044,0.0102657,67.2919,0.2ug Pfizer
16,14,0.427301,0.00165556,0.00848417,67.3282,0.2ug Pfizer
17,14,0.501046,0.0022106,0.00528891,66.8704,0.2ug Pfizer
18,14,0.409286,0.00301691,0.0107927,67.2453,0.2ug Pfizer
19,14,0.434979,0.000996448,0.00728636,66.6362,0.2ug Pfizer
20,14,0.403483,0.00267365,0.00687761,67.2669,0.2ug Pfizer
21,14,0.459304,0.00259956,0.00794504,67.9741,0.2ug Pfizer
22,14,0.509572,0.00391488,0.00729884,66.4023,0.2ug Pfizer
23,14,0.417542,0.00291023,0.00568715,67.4111,0.2ug Pfizer
24,14,0.402217,0.0038106,0.00808234,67.1362,0.2ug Pfizer
25,14,0.409261,0.00361059,0.00710045,67.3411,0.2ug Pfizer
26,14,0.415702,0.00302607,0.00646684,67.2122,0.2ug Pfizer
27,14,0.403957,0.00286703,0.00578631,66.8794,0.2ug Pfizer
28,14,0.417956,0.00482381,0.00663974,67.6735,0.2ug Pfizer
29,14,0.436515,0.00203203,0.00674281,66.89,0.2ug Pfizer
30,14,0.475227,0.00240276,0.00422467,67.0937,0.2ug Pfizer
31,14,0.497403,0.00103972,0.00696949,66.4976,0.2ug Pfizer
32,14,0.419169,0.00294509,0.00498006,67.657,0.2ug Pfizer
33,14,0.388649,0.00128253,0.00531555,67.9922,0.2ug Pfizer
34,14,0.460982,0.00413338,0.00629411,68.0808,0.2ug Pfizer
35,14,0.450724,0.00289525,0.0036618,67.0032,0.2ug Pfizer
36,14,0.494875,0.0026384,0.0125836,68.176,0.2ug Pfizer
37,14,0.406868,0.00209296,0.00457456,66.3377,0.2ug Pfizer
38,14,0.461874,0.00149669,0.0022524,67.4229,0.2ug Pfizer
39,14,0.455792,0.00128419,0.00532096,66.9362,0.2ug Pfizer
40,14,0.460079,0.00246169,0.0082553,67.207,0.2ug Pfizer
41,14,0.498262,0.0021908,0.0090782,66.5838,0.2ug Pfizer
42,14,0.453246,0.00167981,0.00823519,66.7054,0.2ug Pfizer
43,14,0.443813,0.00149012,0.00793626,66.614,0.2ug Pfizer
44,14,0.405373,0.00108075,0.00726361,66.9041,0.2ug Pfizer
45,14,0.456734,0.00219186,0.0131795,66.3937,0.2ug Pfizer
46,14,0.460641,0.0036131,0.01324,66.8348,0.2ug Pfizer
47,14,0.438492,0.00274231,0.00781276,66.9248,0.2ug Pfizer
48,14,0.421734,0.00272023,0.00930091,66.2525,0.2ug Pfizer
49,14,0.470409,0.00341359,0.00610451,66.7925,0.2ug Pfizer
50,14,0.408306,0.0022924,0.00543926,67.8464,0.2ug Pfizer
51,14,0.418235,0.00258724,0.00886776,67.423,0.2ug Pfizer
52,14,0.435317,0.00379712,0.0169308,67.2366,0.2ug Pfizer
53,14,0.426664,0.00259792,0.00474268,67.1538,0.2ug Pfizer
54,14,0.48552,0.0032091,0.00622817,67.358,0.2ug Pfizer
55,14,0.426785,0.00261152,0.00733071,66.5576,0.2ug Pfizer
56,14,0.454435,0.00272781,0.0087953,67.442,0.2ug Pfizer
57,14,0.515923,0.00283706,0.00717789,67.5449,0.2ug Pfizer
58,14,0.473082,0.00297612,0.00890229,67.1038,0.2ug Pfizer
59,14,0.432516,0.00156439,0.0101684,66.9826,0.2ug Pfizer
60,14,0.379766,0.00194734,0.00859195,66.9864,0.2ug Pfizer
61,14,0.472746,0.00444021,0.00517889,66.8963,0.2ug Pfizer
62,14,0.445378,0.00188365,0.00403729,66.7014,0.2ug Pfizer
63,14,0.486526,0.00285146,0.0084222,67.2242,0.2ug Pfizer
64,14,0.5312,0.00165496,0.00512045,66.7409,0.2ug Pfizer
65,14,0.418392,0.00186462,0.0145197,67.1181,0.2ug Pfizer
66,14,0.42891,0.00188262,0.00783569,67.7736,0.2ug Pfizer
67,14,0.4383,0.00137532,0.0208902,66.2443,0.2ug Pfizer
68,14,0.40441,0.00137875,0.0150398,67.1382,0.2ug Pfizer
69,14,0.423257,0.0030186,0.0116823,66.8712,0.2ug Pfizer
70,14,0.432188,0.00187165,0.00312389,67.0019,0.2ug Pfizer
71,14,0.401703,0.00272773,0.00689155,67.0894,0.2ug Pfizer
72,14,0.412031,0.00323595,0.00755437,67.2672,0.2ug Pfizer
73,14,0.435287,0.00272773,0.00689155,66.9347,0.2ug Pfizer
74,14,0.424738,0.00216234,0.006637,65.8998,0.2ug Pfizer
75,14,0.393643,0.00241921,0.00823833,66.7936,0.2ug Pfizer
76,14,0.486323,0.00129176,0.00805507,65.9009,0.2ug Pfizer
77,14,0.45698,0.001683,0.00431833,67.2178,0.2ug Pfizer
78,14,0.455161,0.00246966,0.0112119,66.8435,0.2ug Pfizer
79,14,0.377387,0.00116839,0.0133125,67.5929,0.2ug Pfizer
80,14,0.391865,0.00183632,0.00731141,67.0061,0.2ug Pfizer
81,14,0.393197,0.00343071,0.0117875,67.4191,0.2ug Pfizer
82,14,0.415655,0.00114493,0.00446595,66.354,0.2ug Pfizer
83,14,0.427452,0.00152225,0.00430458,66.5297,0.2ug Pfizer
84,14,0.474368,0.00243704,0.013555,67.6679,0.2ug Pfizer
85,14,0.41661,0.0018643,0.00820958,68.1622,0.2ug Pfizer
86,14,0.453151,0.00279945,0.0057041,67.935,0.2ug Pfizer
87,14,0.387789,0.00156439,0.00820958,67.2529,0.2ug Pfizer
88,14,0.402297,0.00243361,0.00996579,65.9647,0.2ug Pfizer
89,14,0.430564,0.00223257,0.0059911,66.387,0.2ug Pfizer
90,14,0.408532,0.00258683,0.00611635,67.5544,0.2ug Pfizer
91,14,0.504805,0.0011559,0.00376826,66.7399,0.2ug Pfizer
92,14,0.395158,0.0019935,0.00546911,67.377,0.2ug Pfizer
93,14,0.407019,0.00068314,0.00886607,66.8485,0.2ug Pfizer
94,14,0.449503,0.00245268,0.00309248,66.5,0.2ug Pfizer
95,14,0.477406,0.00342883,0.00904899,67.765,0.2ug Pfizer
96,14,0.456289,0.00226953,0.00644808,67.401,0.2ug Pfizer
97,14,0.450769,0.00197489,0.00819397,67.2082,0.2ug Pfizer
98,14,0.436077,0.00215341,0.00536819,67.0916,0.2ug Pfizer
99,14,0.417577,0.00291574,0.0165477,67.1746,0.2ug Pfizer
100,14,0.404219,0.00183722,0.00636902,67.3337,0.2ug Pfizer
1,15,0.436509,0.00383145,0.0116002,66.3686,0.2ug Pfizer
2,15,0.443028,0.00472006,0.00869515,67.1591,0.2ug Pfizer
3,15,0.464587,0.00502043,0.0115386,67.1199,0.2ug Pfizer
4,15,0.427848,0.00472006,0.00812295,67.855,0.2ug Pfizer
5,15,0.434722,0.00411487,0.0048425,67.2716,0.2ug Pfizer
6,15,0.470123,0.0030605,0.00782543,67.8545,0.2ug Pfizer
7,15,0.45949,0.0052317,0.00619052,66.5743,0.2ug Pfizer
8,15,0.436416,0.00414724,0.00561959,66.3464,0.2ug Pfizer
9,15,0.477132,0.0052317,0.0111006,66.9056,0.2ug Pfizer
10,15,0.479535,0.00414724,0.00733522,66.491,0.2ug Pfizer
11,15,0.479054,0.00521598,0.00758456,67.4527,0.2ug Pfizer
12,15,0.445068,0.00363444,0.0085053,65.2417,0.2ug Pfizer
13,15,0.412296,0.00368816,0.00745926,67.6531,0.2ug Pfizer
14,15,0.442413,0.00525864,0.0131425,67.2313,0.2ug Pfizer
15,15,0.403103,0.00512217,0.0094667,66.6436,0.2ug Pfizer
16,15,0.434012,0.00502601,0.00493527,67.419,0.2ug Pfizer
17,15,0.427353,0.00386734,0.0127293,67.6448,0.2ug Pfizer
18,15,0.387547,0.00417293,0.0098248,66.5925,0.2ug Pfizer
19,15,0.413829,0.00292659,0.00640414,67.2885,0.2ug Pfizer
20,15,0.461075,0.00417293,0.0098248,65.8376,0.2ug Pfizer
21,15,0.445045,0.00619345,0.00593477,67.6727,0.2ug Pfizer
22,15,0.392451,0.00417293,0.0065379,66.0573,0.2ug Pfizer
23,15,0.417358,0.00309998,0.00353866,67.3943,0.2ug Pfizer
24,15,0.521234,0.00444608,0.00600538,66.6897,0.2ug Pfizer
25,15,0.417358,0.00309998,0.0066778,67.6314,0.2ug Pfizer
26,15,0.466027,0.00483525,0.00854929,66.8514,0.2ug Pfizer
27,15,0.385286,0.00381789,0.00774764,66.9145,0.2ug Pfizer
28,15,0.466736,0.00308641,0.00898517,66.2375,0.2ug Pfizer
29,15,0.490374,0.00449547,0.00489186,67.8391,0.2ug Pfizer
30,15,0.431304,0.00426014,0.00845265,66.5795,0.2ug Pfizer
31,15,0.495997,0.00371237,0.00489186,66.1329,0.2ug Pfizer
32,15,0.451399,0.00380591,0.00695868,66.1001,0.2ug Pfizer
33,15,0.439636,0.00439653,0.00809155,66.8044,0.2ug Pfizer
34,15,0.415348,0.00178584,0.00453438,66.1634,0.2ug Pfizer
35,15,0.430755,0.00334619,0.00791306,66.8573,0.2ug Pfizer
36,15,0.415348,0.00342357,0.0137755,67.7792,0.2ug Pfizer
37,15,0.414969,0.00332368,0.00791306,66.8573,0.2ug Pfizer
38,15,0.458593,0.00400543,0.00664538,67.0233,0.2ug Pfizer
39,15,0.48043,0.00328707,0.00215076,65.9235,0.2ug Pfizer
40,15,0.443234,0.00487868,0.00871949,67.0063,0.2ug Pfizer
41,15,0.467417,0.00545514,0.00474899,67.2869,0.2ug Pfizer
42,15,0.432091,0.00404657,0.00924402,67.3775,0.2ug Pfizer
43,15,0.453786,0.00322562,0.00605238,67.5302,0.2ug Pfizer
44,15,0.406843,0.00362794,0.00474043,66.5397,0.2ug Pfizer
45,15,0.434603,0.00608017,0.00684703,67.0569,0.2ug Pfizer
46,15,0.413177,0.00362794,0.0057497,66.729,0.2ug Pfizer
47,15,0.404509,0.00419678,0.00684703,67.066,0.2ug Pfizer
48,15,0.40894,0.0033581,0.00483252,66.4884,0.2ug Pfizer
49,15,0.427074,0.00502479,0.00653691,67.3101,0.2ug Pfizer
50,15,0.423189,0.00539801,0.00842727,67.608,0.2ug Pfizer
51,15,0.421175,0.00541845,0.00506903,66.0153,0.2ug Pfizer
52,15,0.415919,0.0063284,0.00842727,67.5465,0.2ug Pfizer
53,15,0.437701,0.00398149,0.011239,67.013,0.2ug Pfizer
54,15,0.449472,0.00342802,0.00511341,67.3995,0.2ug Pfizer
55,15,0.446916,0.00526068,0.0068793,67.1298,0.2ug Pfizer
56,15,0.404402,0.00393033,0.00511341,67.3995,0.2ug Pfizer
57,15,0.407938,0.0050579,0.00713222,66.5269,0.2ug Pfizer
58,15,0.462454,0.00393033,0.00734351,67.6666,0.2ug Pfizer
59,15,0.403214,0.00304249,0.00844283,67.9303,0.2ug Pfizer
60,15,0.419752,0.00317039,0.00597179,67.2654,0.2ug Pfizer
61,15,0.425577,0.0037177,0.00844283,66.707,0.2ug Pfizer
62,15,0.392832,0.00521733,0.0125562,66.9713,0.2ug Pfizer
63,15,0.456547,0.00438601,0.00844283,66.7004,0.2ug Pfizer
64,15,0.461851,0.0033942,0.0146243,66.9475,0.2ug Pfizer
65,15,0.457447,0.00433509,0.00940349,66.7466,0.2ug Pfizer
66,15,0.391249,0.00276144,0.00820018,67.1616,0.2ug Pfizer
67,15,0.456555,0.00554865,0.00572031,67.409,0.2ug Pfizer
68,15,0.432264,0.00286627,0.00820018,67.099,0.2ug Pfizer
69,15,0.461401,0.0034292,0.00497854,67.5398,0.2ug Pfizer
70,15,0.428929,0.00371586,0.00490043,67.1249,0.2ug Pfizer
71,15,0.421159,0.0042807,0.00487899,67.4305,0.2ug Pfizer
72,15,0.423244,0.00268788,0.0151215,67.7748,0.2ug Pfizer
73,15,0.421159,0.0042807,0.00496685,67.3419,0.2ug Pfizer
74,15,0.423244,0.00268788,0.00905274,67.0597,0.2ug Pfizer
75,15,0.478706,0.00562535,0.006869,67.3419,0.2ug Pfizer
76,15,0.439504,0.00282744,0.00786724,67.3376,0.2ug Pfizer
77,15,0.410603,0.00431332,0.0109989,66.5018,0.2ug Pfizer
78,15,0.478199,0.00452782,0.00844166,66.3057,0.2ug Pfizer
79,15,0.448409,0.00431332,0.0104371,67.4254,0.2ug Pfizer
80,15,0.466102,0.00452782,0.00432233,66.3057,0.2ug Pfizer
81,15,0.453932,0.0055187,0.00522002,67.8573,0.2ug Pfizer
82,15,0.399775,0.00358544,0.0118813,67.0048,0.2ug Pfizer
83,15,0.460023,0.00308561,0.00524047,66.149,0.2ug Pfizer
84,15,0.421939,0.00291269,0.00451394,67.1365,0.2ug Pfizer
85,15,0.460023,0.00308561,0.00524047,66.149,0.2ug Pfizer
86,15,0.429493,0.00308991,0.00591718,66.7666,0.2ug Pfizer
87,15,0.400817,0.00308561,0.0129671,68.0637,0.2ug Pfizer
88,15,0.44681,0.00404189,0.00904198,66.8718,0.2ug Pfizer
89,15,0.439311,0.00407582,0.0114882,67.7736,0.2ug Pfizer
90,15,0.412842,0.00404189,0.00719759,66.3303,0.2ug Pfizer
91,15,0.408449,0.00229567,0.00335529,66.791,0.2ug Pfizer
92,15,0.434113,0.00404189,0.00696509,66.3303,0.2ug Pfizer
93,15,0.47334,0.00666217,0.00552068,67.0351,0.2ug Pfizer
94,15,0.426197,0.00505371,0.00489678,67.2065,0.2ug Pfizer
95,15,0.40602,0.00287398,0.00531864,67.4318,0.2ug Pfizer
96,15,0.401999,0.00317678,0.00631116,68.048,0.2ug Pfizer
97,15,0.438049,0.00311683,0.00612371,67.651,0.2ug Pfizer
98,15,0.401999,0.00481118,0.00631116,66.4847,0.2ug Pfizer
99,15,0.438049,0.00469362,0.00612371,67.9252,0.2ug Pfizer
100,15,0.423048,0.00424262,0.00783103,66.5667,0.2ug Pfizer
1,16,0.425401,0.00355808,0.0029759,66.7819,0.1ug Pfizer
2,16,0.390277,0.00362216,0.00568488,67.8237,0.1ug Pfizer
3,16,0.479165,0.00226857,0.00633978,67.5172,0.1ug Pfizer
4,16,0.444202,0.00363734,0.00983367,66.607,0.1ug Pfizer
5,16,0.482469,0.00202642,0.00495138,66.9581,0.1ug Pfizer
6,16,0.481696,0.0024069,0.00656252,66.3144,0.1ug Pfizer
7,16,0.404477,0.00245077,0.00694653,67.7639,0.1ug Pfizer
8,16,0.481696,0.0024069,0.00416821,66.3144,0.1ug Pfizer
9,16,0.448314,0.00148054,0.00781445,67.4439,0.1ug Pfizer
10,16,0.427716,0.00297681,0.0143083,67.5129,0.1ug Pfizer
11,16,0.427825,0.00395741,0.00361927,66.5845,0.1ug Pfizer
12,16,0.461991,0.00245836,0.00644993,67.4206,0.1ug Pfizer
13,16,0.420637,0.00291611,0.00369773,66.6875,0.1ug Pfizer
14,16,0.408124,0.00280473,0.0108179,66.4366,0.1ug Pfizer
15,16,0.461866,0.00161326,0.00943916,67.7532,0.1ug Pfizer
16,16,0.424754,0.00272558,0.00454712,67.5547,0.1ug Pfizer
17,16,0.415922,0.00254608,0.0116776,66.8317,0.1ug Pfizer
18,16,0.436193,0.00220001,0.0134454,66.5753,0.1ug Pfizer
19,16,0.415922,0.00254608,0.0116776,68.101,0.1ug Pfizer
20,16,0.50133,0.00375582,0.00745954,66.828,0.1ug Pfizer
21,16,0.438259,0.00228297,0.00465388,66.8529,0.1ug Pfizer
22,16,0.402342,0.00254955,0.00558997,66.9296,0.1ug Pfizer
23,16,0.415195,0.0029144,0.00379112,66.758,0.1ug Pfizer
24,16,0.408123,0.00157456,0.0196291,66.8635,0.1ug Pfizer
25,16,0.408095,0.00441247,0.00557383,66.5965,0.1ug Pfizer
